new_segment,new_slice,pitch,tied
False,False,G4,False
False,True,C5,False
False,True,C3,False
False,False,G4,False
False,False,C5,False
False,False,Eb5,False
False,True,G4,False
False,False,C5,False
False,False,Eb5,False
False,False,C4,False
True,True,Bb3,False
False,False,Bb4,False
False,False,D5,False
False,False,F5,False
True,True,Eb4,False
False,False,Bb4,False
False,False,Eb5,False
False,False,G5,False
False,True,Bb4,False
False,False,Eb5,False
False,False,G5,False
False,False,Eb3,False
True,True,C4,False
False,False,Ab4,False
False,False,Eb5,False
False,False,Ab5,False
True,True,G3,False
False,False,G4,False
False,False,Eb5,False
False,False,Bb5,False
False,True,Eb5,False
False,False,Bb5,False
False,False,G4,False
False,False,G5,False
True,True,C5,False
False,False,Gb5,True
False,False,A5,False
False,False,Eb6,True
False,True,A4,False
False,False,Gb5,True
False,False,C6,False
False,False,Eb6,True
True,True,Bb4,False
False,False,F5,False
False,False,Bb5,False
False,False,D6,False
True,True,F5,False
False,True,Ab5,False
False,True,F3,False
False,False,Ab4,False
False,False,C5,False
False,False,C6,False
False,True,Ab4,False
False,False,C5,False
False,False,C6,False
False,False,F4,False
True,True,G4,False
False,False,Bb4,False
False,False,E5,False
False,False,E6,False
True,True,Ab4,False
False,False,C5,False
False,False,F5,False
False,False,F6,False
False,True,F5,False
False,False,F6,False
False,False,Ab3,False
False,False,C4,False
True,True,F4,False
False,False,D5,False
False,False,C6,True
False,False,Ab6,True
True,True,G3,False
False,False,Eb5,False
False,False,C6,True
False,False,Ab6,True
False,True,G4,False
False,False,Eb5,False
False,False,C6,False
False,False,G6,False
True,True,G4,False
False,False,D5,False
False,False,F5,False
False,False,B5,False
True,True,C4,False
False,False,C5,False
False,False,Eb5,False
False,False,C6,False
True,True,G4,False
False,True,C5,False
False,True,C4,False
False,False,C5,False
False,False,E5,False
False,True,C5,False
False,False,E5,False
False,False,C5,False
False,True,C5,False
False,False,D5,False
False,False,F5,False
False,True,C5,False
False,False,D#5,False
False,False,F#5,False
False,True,C5,False
False,False,E5,False
False,False,G5,False
False,True,C5,False
False,False,F5,False
False,False,Ab5,False
False,True,C5,False
False,False,F#5,False
False,False,A5,False
False,True,C5,False
