new_segment,new_slice,pitch,tied
False,False,F#5,False
False,True,D4,False
False,False,D4,False
False,False,A4,False
False,False,F#5,True
True,True,D4,False
False,False,D4,False
False,False,F#5,True
False,False,A#4,False
True,True,G3,True
False,False,G4,False
False,False,B4,False
False,False,F#5,True
False,True,G3,True
False,False,G4,False
False,False,B4,False
False,False,G5,False
True,True,G3,True
False,False,G4,False
False,False,B4,False
False,False,E5,False
True,True,G3,True
False,False,E4,False
False,False,A4,False
False,False,D5,False
False,True,G3,False
False,False,E4,False
False,False,A4,False
False,False,C#5,False
True,True,F#3,False
False,False,F#4,False
False,False,A4,False
False,False,D5,False
False,True,F#4,False
False,False,A4,False
False,False,D5,False
False,False,D3,False
True,True,A3,False
False,False,A4,False
False,False,D5,False
False,False,F#5,False
False,True,C#5,False
False,False,E5,False
False,True,F#5,False
True,True,D4,False
False,False,A4,False
False,False,D5,True
False,False,F#5,False
False,True,D4,False
False,False,A4,False
False,False,D5,True
False,False,G5,True
True,True,B3,False
False,False,B4,False
False,False,D5,True
False,False,G5,True
False,True,B3,False
False,False,B4,False
False,False,D5,True
False,False,F#5,False
True,True,B3,False
False,False,B4,False
False,False,D5,False
False,False,E#5,False
True,True,A3,False
False,False,A4,False
False,False,C#5,False
False,False,F#5,False
False,True,F#5,False
False,False,F#3,False
False,False,A4,False
False,False,C#5,False
True,True,C#3,False
False,False,B4,False
False,False,E#5,False
False,False,A5,False
False,True,C#3,False
False,False,B4,False
False,False,E#5,False
False,False,G#5,False
True,True,F#3,False
False,False,A4,False
False,False,F#5,False
False,False,F#5,False
True,True,F#5,True
False,False,A5,True
False,True,B4,False
False,False,B4,True
False,False,F#5,True
False,False,A5,True
True,True,B4,False
False,False,B4,True
False,False,E5,False
False,False,G5,False
True,True,B4,True
False,False,A4,False
False,False,D#5,False
False,False,F#5,False
True,True,G4,False
False,False,B4,True
False,False,E5,False
False,False,G5,False
False,True,F#4,False
False,False,A4,False
False,False,F#5,False
False,False,A5,False
False,True,E4,False
False,False,G4,False
False,False,G5,False
False,False,B5,False
True,True,D4,True
False,False,F#4,False
False,False,A5,False
False,False,C6,False
True,True,D4,True
False,False,D4,False
False,False,B5,False
False,False,D6,False
True,True,D4,True
False,False,C5,False
False,False,C6,False
False,False,E6,False
False,True,D4,True
False,False,C5,False
False,False,F#5,False
False,False,A5,False
False,True,B5,False
True,True,G4,False
False,False,G4,False
False,False,D5,False
False,False,B5,True
True,True,G4,False
False,False,G4,False
False,False,B5,True
False,False,D#5,False
True,True,C4,True
False,False,C5,False
False,False,E5,False
False,False,B5,True
False,True,C4,True
False,False,C5,False
False,False,E5,False
False,False,C6,False
True,True,C4,True
False,False,C5,False
False,False,E5,False
False,False,A5,False
True,True,C4,True
False,False,A4,False
False,False,D5,False
False,False,G5,False
False,True,C4,False
False,False,A4,False
False,False,D5,False
False,False,F#5,False
True,True,B3,False
False,False,B4,False
False,False,D5,False
False,False,G5,False
False,True,B4,False
False,False,D5,False
False,False,G5,False
False,False,G3,False
True,True,D4,False
False,False,D5,False
False,False,G5,False
False,False,B5,False
False,True,F#5,False
False,False,A5,False
True,True,F#4,False
False,False,D5,False
False,False,D5,False
False,False,A#5,False
True,True,G4,False
False,False,D5,False
False,False,D5,False
False,False,C6,False
False,True,B5,False
True,True,E4,False
False,False,A4,False
False,False,G5,False
False,False,C#6,False
True,True,F#4,False
False,False,A4,False
False,False,A5,False
False,False,E6,False
False,True,D6,False
True,True,C#4,False
False,False,A4,False
False,False,E5,False
False,False,E6,False
True,True,D4,False
False,False,A4,False
False,False,G5,False
False,False,G6,False
False,True,F#5,False
False,False,F#6,False
True,True,E4,False
False,False,G5,False
False,False,D6,False
False,False,G6,False
True,True,E#4,False
False,False,D5,True
False,False,G#5,True
False,False,D6,True
False,False,G#6,True
True,True,F#4,True
False,False,D5,False
False,False,G#5,True
False,False,D6,False
False,False,G#6,True
False,True,F#4,True
False,False,D5,True
False,False,A5,False
False,False,D6,True
False,False,A6,False
True,True,A#5,False
False,False,A#6,False
False,True,A#5,False
False,False,A#6,False
True,True,B5,False
False,False,B6,False
False,True,G5,False
False,False,G6,False
False,True,F#5,False
False,False,F#6,False
True,True,G4,False
False,False,B4,False
False,False,E#5,False
False,False,E#6,False
True,True,F#4,False
False,False,A#4,False
False,False,F#5,False
False,False,F#6,False
False,True,A#5,False
False,False,A#6,False
False,True,A#5,False
False,False,A#6,False
True,True,B5,False
False,False,B6,False
False,True,G5,False
False,False,G6,False
False,True,E5,False
False,False,E6,False
True,True,G3,True
False,False,A4,True
False,False,D5,False
False,False,D6,False
False,True,G3,True
False,False,A4,True
False,False,C#5,False
False,False,C#6,False
True,True,F#3,False
False,False,A4,False
False,False,D5,False
False,False,D6,False
True,True,G3,False
False,False,A#4,False
False,False,F#5,False
False,False,F#6,False
False,True,F#5,False
False,False,F#6,False
False,False,B4,False
False,True,G4,False
False,False,E5,False
False,False,E6,False
True,True,A3,False
False,False,E4,False
False,False,G5,False
False,False,G6,False
False,True,G5,False
False,False,G6,False
False,False,A4,False
False,True,G4,False
False,False,C#5,False
False,False,C#6,False
True,True,D3,False
False,False,F#4,False
False,False,D5,False
False,False,D6,False
False,True,F#4,False
False,True,F#4,False
False,True,G4,False
False,True,E4,False
True,True,D4,False
False,True,C#4,True
False,True,C#4,True
False,False,A4,False
False,True,C#4,True
False,False,A4,False
False,True,C#4,True
False,False,B4,False
True,True,C#4,True
False,False,G4,False
True,True,D4,True
False,False,G4,False
False,True,D4,True
False,False,F#4,True
False,True,D4,True
False,False,F#4,True
False,False,D6,False
False,True,D4,True
False,False,F#4,True
False,False,D6,False
False,True,D4,True
False,False,F#4,True
False,False,E6,False
True,True,D4,True
False,False,F#4,True
False,False,C6,False
True,True,D#4,True
False,False,F#5,True
False,False,C6,False
False,True,D#4,True
False,False,F#5,True
False,False,B5,True
False,True,D#4,True
False,False,F#5,True
False,False,B5,True
False,False,B6,False
False,True,D#4,True
False,False,F#5,True
False,False,B5,False
False,False,B6,False
False,True,D#4,True
False,False,F#5,True
False,False,B5,False
False,False,C7,False
False,True,D#4,True
False,False,F#5,True
