segment_id,chord_type,rootoffset,globalkey
0,M,0,D
1,+,0,D
2,M,5,D
3,m,2,D
4,Mm7,1,D
5,M,0,D
6,M,1,D
7,M,0,D
8,m,3,D
9,o7,2,D
10,m,4,D
11,Mm7,5,D
12,m,4,D
13,Mm7,3,D
14,M,3,D
15,Mm7,3,D
16,m,2,D
17,Mm7,0,D
18,M,0,D
19,Mm7,0,D
20,M,5,D
21,+,5,D
22,M,5,D
23,m,1,D
24,Mm7,0,D
25,M,5,D
26,M,0,D
27,+,0,D
28,M,5,D
29,Mm7,1,D
30,M,0,D
31,Mm7,1,D
32,M,0,D
33,mm7,2,D
34,o7,2,D
35,M,0,D
36,+,0,D
37,M,5,D
38,Ger,2,D
39,M,4,D
40,m,2,D
41,Mm7,1,D
42,M,0,D
43,m,2,D
44,Mm7,1,D
45,M,0,D
46,M,1,D
47,Mm7,1,D
48,M,0,D
49,Mm7,0,D
50,M,3,D
51,m,2,D
52,o7,0,D
53,m,2,D
54,o7,5,D
55,M,1,D
56,M,0,D
57,M,1,D
58,m,3,D
59,M,5,D
60,m,4,D
61,M,5,D
62,m,2,D
63,M,0,D
64,m,2,D
65,o7,1,D
66,m,3,D
67,Mm7,2,D
68,M,0,D
69,Mm7,1,D
70,M,0,D
71,o,1,D
72,m,3,D
73,Mm7,2,D
74,M,0,D
75,Mm7,1,D
76,M,0,D
77,Mm7,1,D
78,M,0,D
79,M,5,D
80,M,0,D
81,Mm7,1,D
82,M,0,D
83,Mm7,1,D
84,M,0,D
85,mm7,3,D
86,M,1,D
87,M,5,D
88,M,0,D
89,Mm7,1,D
90,M,0,D
91,m,0,D
92,m,1,D
93,m,5,D
94,Ger,5,D
95,M,1,D
96,m,0,D
97,m,1,D
98,m,5,D
99,Ger,5,D
100,M,1,D
101,m,0,D
102,o7,0,D
103,M,2,D
104,Mm7,2,D
105,m,1,D
106,m,2,D
107,m,5,D
108,o,4,D
109,m,5,D
110,m,0,D
111,o,5,D
112,m,0,D
113,m,1,D
114,m,5,D
115,Ger,5,D
116,M,1,D
117,m,5,D
118,Ger,5,D
119,M,1,D
120,m,5,D
121,Ger,5,D
122,M,1,D
123,Mm7,1,D
124,M,0,D
125,+,0,D
126,m,2,D
127,Mm7,1,D
128,M,0,D
129,M,1,D
130,M,0,D
131,m,3,D
132,o7,2,D
133,m,4,D
134,Mm7,5,D
135,m,4,D
136,M,0,D
137,+,0,D
138,M,5,D
139,m,2,D
140,Mm7,1,D
141,M,0,D
142,M,1,D
143,M,0,D
144,m,3,D
145,m,4,D
146,M,5,D
147,m,4,D
148,Mm7,3,D
149,M,3,D
150,o,0,D
151,m,2,D
152,Mm7,0,D
153,M,5,D
154,+,5,D
155,m,1,D
156,Mm7,0,D
157,M,5,D
158,M,0,D
159,+,0,D
160,M,5,D
161,o,5,D
162,M,0,D
163,M,1,D
164,mm7,2,D
165,o7,5,D
166,M,0,D
167,+,0,D
168,M,5,D
169,Ger,2,D
170,M,4,D
171,m,2,D
172,Mm7,1,D
173,M,0,D
174,m,2,D
175,Mm7,1,D
176,M,0,D
177,M,1,D
178,Mm7,1,D
179,M,0,D
180,Mm7,0,D
181,M,3,D
182,m,2,D
183,o7,0,D
184,m,2,D
185,o7,5,D
186,M,1,D
187,M,0,D
188,M,1,D
189,m,3,D
190,M,5,D
191,m,4,D
192,M,5,D
193,m,2,D
194,M,0,D
195,m,2,D
196,o,1,D
197,m,3,D
198,Mm7,2,D
199,M,0,D
200,Mm7,1,D
201,o,1,D
202,m,3,D
203,Mm7,2,D
204,M,0,D
205,Mm7,1,D
206,M,0,D
207,Mm7,1,D
208,M,0,D
209,Mm7,1,D
210,M,0,D
211,Mm7,1,D
212,M,0,D
213,Mm7,1,D
214,M,0,D
215,mm7,3,D
216,M,1,D
217,M,5,D
218,M,0,D
219,Mm7,1,D
220,M,0,D
