segment_id,chord_type,rootoffset,globalkey
0,m,0,b
1,mm7,5,b
2,M,3,b
3,Mm7,2,b
4,M,1,b
5,m,5,b
6,M,1,b
7,m,0,b
8,mm7,5,b
9,M,3,b
10,Mm7,2,b
11,MM7,1,b
12,mm7,5,b
13,Mm7,1,b
14,M,1,b
15,m,0,b
16,M,2,b
17,Mm7,3,b
18,M,2,b
19,Mm7,3,b
20,M,2,b
21,Mm7,3,b
22,M,2,b
23,Mm7,3,b
24,m,0,b
25,M,2,b
26,m,0,b
27,o,2,b
28,m,0,b
29,M,2,b
30,M,1,b
31,m,0,b
32,M,0,b
33,Mm7,1,b
34,M,0,b
35,M,1,b
36,Mm7,1,b
37,M,1,b
38,M,0,b
39,M,1,b
40,mm7,1,b
41,M,1,b
42,M,0,b
43,Mm7,1,b
44,M,0,b
45,M,1,b
46,Mm7,1,b
47,M,1,b
48,M,2,b
49,M,1,b
50,m,2,b
51,M,3,b
52,Mm7,3,b
53,m,2,b
54,m,1,b
55,m,2,b
56,Mm7,3,b
57,m,2,b
58,M,3,b
59,M,2,b
60,Mm7,1,b
61,M,0,b
62,M,1,b
63,M,0,b
64,M,1,b
65,M,0,b
66,M,1,b
67,M,0,b
68,m,0,b
69,M,1,b
70,m,0,b
71,M,1,b
72,m,0,b
73,mm7,5,b
74,M,3,b
75,Mm7,2,b
76,M,1,b
77,m,5,b
78,M,1,b
79,Mm7,1,b
80,m,0,b
81,mm7,5,b
82,M,3,b
83,Mm7,2,b
84,M,1,b
85,mm7,5,b
86,Mm7,1,b
87,M,1,b
88,m,0,b
89,m,5,b
90,M,3,b
91,M,2,b
92,M,1,b
93,m,5,b
94,M,1,b
95,m,0,b
96,m,5,b
97,M,3,b
98,M,2,b
99,M,1,b
100,Mm7,1,b
101,M,1,b
102,m,0,b
103,M,2,b
104,Mm7,3,b
105,M,2,b
106,Mm7,3,b
107,M,2,b
108,Mm7,3,b
109,M,2,b
110,Mm7,3,b
111,m,0,b
112,M,2,b
113,m,0,b
114,o,2,b
115,m,0,b
116,M,2,b
117,M,1,b
118,m,0,b
119,M,2,b
120,o,2,b
121,M,2,b
122,o,2,b
123,M,2,b
124,o,2,b
125,M,2,b
126,o,2,b
127,m,0,b
128,M,2,b
129,m,0,b
130,o,2,b
131,m,0,b
132,M,2,b
133,M,1,b
134,m,0,b
135,m,5,b
136,M,3,b
137,M,2,b
138,M,1,b
139,m,2,b
140,o,2,b
141,M,1,b
142,m,2,b
143,M,1,b
144,m,2,b
145,M,1,b
146,m,2,b
147,M,1,b
148,m,0,b
