segment_id,chord_type,rootoffset,globalkey
0,M,1,A
1,M,0,A
2,Mm7,1,A
3,M,0,A
4,Mm7,1,A
5,M,0,A
6,M,1,A
7,Mm7,2,A
8,M,1,A
9,Mm7,1,A
10,M,0,A
11,Mm7,1,A
12,M,0,A
13,Mm7,1,A
14,M,0,A
15,Mm7,1,A
16,M,0,A
17,M,1,A
18,M,0,A
19,o,5,A
20,M,0,A
21,M,1,A
22,Mm7,1,A
23,M,0,A
24,M,1,A
25,M,0,A
26,M,1,A
27,Mm7,1,A
28,M,0,A
29,M,1,A
30,M,0,A
31,Mm7,1,A
32,M,3,A
33,M,0,A
34,Mm7,1,A
35,M,0,A
36,M,5,A
37,M,1,A
38,o7,5,A
39,m,4,A
40,M,2,A
41,o,5,A
42,M,2,A
43,Mm7,2,A
44,M,1,A
45,m,1,A
46,M,2,A
47,Mm7,2,A
48,M,1,A
49,m,1,A
50,M,2,A
51,Mm7,2,A
52,M,1,A
53,m,1,A
54,M,2,A
55,Mm7,2,A
56,M,1,A
57,m,1,A
58,M,2,A
59,m,1,A
60,M,2,A
61,m,1,A
62,M,2,A
63,M,1,A
64,o7,0,A
65,o7,5,A
66,o7,4,A
67,M,5,A
68,o,5,A
69,M,1,A
70,m,3,A
71,M,3,A
72,Mm7,3,A
73,M,2,A
74,M,1,A
75,m,4,A
76,M,0,A
77,m,3,A
78,o,5,A
79,M,2,A
80,M,1,A
81,m,4,A
82,m,3,A
83,m,0,A
84,Mm7,2,A
85,M,1,A
86,m,3,A
87,M,2,A
88,Mm7,2,A
89,M,1,A
90,Mm7,2,A
91,M,2,A
92,Mm7,2,A
93,mm7,4,A
94,o,5,A
95,M,1,A
96,Mm7,2,A
97,M,2,A
98,Mm7,2,A
99,mm7,4,A
100,o,5,A
101,M,1,A
102,Mm7,4,A
103,%7,5,A
104,o,1,A
105,m,3,A
106,Mm7,1,A
107,%7,3,A
108,o,5,A
109,M,0,A
110,M,1,A
111,M,0,A
112,Mm7,2,A
113,M,2,A
114,M,1,A
115,o,5,A
116,M,0,A
117,M,1,A
118,M,0,A
119,M,1,A
120,Mm7,2,A
121,M,1,A
122,Mm7,2,A
123,M,1,A
124,m,3,A
125,M,2,A
126,Mm7,2,A
127,M,1,A
128,M,0,A
129,M,1,A
130,M,0,A
131,M,1,A
132,Mm7,2,A
133,M,1,A
134,o,5,A
135,Mm7,5,A
136,m,4,A
137,Mm7,3,A
138,m,2,A
139,Mm7,1,A
140,M,0,A
141,M,2,A
142,Mm7,2,A
143,M,1,A
144,o7,1,A
145,m,3,A
146,Mm7,2,A
147,M,1,A
148,o7,1,A
149,m,3,A
150,Mm7,2,A
151,M,1,A
152,Mm7,2,A
153,M,1,A
154,Mm7,2,A
155,M,1,A
156,Mm7,2,A
157,M,1,A
158,Mm7,2,A
159,M,1,A
160,Mm7,2,A
161,M,1,A
162,Mm7,2,A
163,M,1,A
164,Mm7,1,A
165,o7,1,A
166,Mm7,4,A
167,m,3,A
168,Mm7,4,A
169,m,3,A
170,Mm7,4,A
171,m,3,A
172,m,4,A
173,Mm7,5,A
174,m,4,A
175,Mm7,0,A
176,M,5,A
177,Mm7,0,A
178,M,5,A
179,Mm7,0,A
180,M,5,A
181,Mm7,0,A
182,M,5,A
183,o,4,A
184,m,2,A
185,M,0,A
186,M,5,A
187,o,4,A
188,m,5,A
189,M,4,A
190,M,2,A
191,m,0,A
192,m,5,A
193,Mm7,0,A
194,m,5,A
195,Mm7,5,A
196,M,5,A
197,Mm7,5,A
198,M,4,A
199,Mm7,4,A
200,M,3,A
201,m,5,A
202,Mm7,5,A
203,M,5,A
204,Mm7,5,A
205,M,5,A
206,Mm7,5,A
207,M,5,A
208,Mm7,5,A
209,M,5,A
210,Mm7,5,A
211,M,5,A
212,Mm7,5,A
213,M,5,A
214,Mm7,5,A
215,M,5,A
216,Mm7,5,A
217,M,5,A
218,Mm7,5,A
219,M,5,A
220,M,4,A
221,M,3,A
222,M,5,A
223,M,4,A
224,m,0,A
225,M,4,A
226,M,3,A
227,m,5,A
228,mm7,5,A
229,Mm7,5,A
230,mm7,0,A
231,Mm7,5,A
232,M,4,A
233,M,1,A
234,M,5,A
235,M,1,A
236,m,0,A
237,mm7,0,A
238,M,3,A
239,m,5,A
240,mm7,5,A
241,o,2,A
242,Mm7,1,A
243,M,1,A
244,M,5,A
245,M,1,A
246,m,0,A
247,Mm7,2,A
248,m,0,A
249,Mm7,2,A
250,m,1,A
251,M,4,A
252,m,0,A
253,Mm7,2,A
254,Mm7,1,A
255,Mm7,0,A
256,Mm7,5,A
257,Mm7,4,A
258,M,3,A
259,M,1,A
260,m,2,A
261,o,2,A
262,o7,5,A
263,M,1,A
264,o7,5,A
265,m,0,A
266,o7,5,A
267,M,1,A
268,o7,5,A
269,M,0,A
270,o7,5,A
271,M,1,A
272,o7,5,A
273,M,1,A
274,o7,5,A
275,M,1,A
276,Mm7,1,A
277,M,0,A
278,Mm7,1,A
279,M,0,A
280,Mm7,1,A
281,M,0,A
282,M,1,A
283,Mm7,2,A
284,M,1,A
285,Mm7,1,A
286,M,0,A
287,Mm7,1,A
288,M,0,A
289,M,1,A
290,M,0,A
291,Mm7,1,A
292,M,0,A
293,M,1,A
294,M,0,A
295,M,1,A
296,Mm7,1,A
297,M,0,A
298,M,1,A
299,Mm7,1,A
300,M,0,A
301,M,5,A
302,M,0,A
303,Mm7,0,A
304,M,5,A
305,M,0,A
306,o,5,A
307,m,1,A
308,o,5,A
309,m,4,A
310,M,5,A
311,o,4,A
312,M,5,A
313,o,4,A
314,M,5,A
315,o,4,A
316,M,5,A
317,o,4,A
318,M,5,A
319,m,2,A
320,o,4,A
321,M,5,A
322,m,2,A
323,M,0,A
324,o,5,A
325,M,0,A
326,M,5,A
327,o7,5,A
328,M,1,A
329,mm7,3,A
330,o,5,A
331,M,1,A
332,Mm7,1,A
333,M,0,A
334,m,0,A
335,M,1,A
336,Mm7,1,A
337,M,0,A
338,m,0,A
339,M,1,A
340,Mm7,1,A
341,M,0,A
342,m,0,A
343,M,1,A
344,Mm7,1,A
345,M,0,A
346,m,0,A
347,M,1,A
348,m,0,A
349,M,1,A
350,m,0,A
351,M,1,A
352,M,0,A
353,M,5,A
354,M,1,A
355,mm7,0,A
356,M,3,A
357,m,2,A
358,M,0,A
359,m,2,A
360,M,2,A
361,Mm7,2,A
362,M,1,A
363,M,0,A
364,m,3,A
365,M,5,A
366,m,2,A
367,M,1,A
368,M,0,A
369,m,3,A
370,M,5,A
371,m,2,A
372,m,5,A
373,Mm7,1,A
374,M,0,A
375,M,5,A
376,m,2,A
377,M,1,A
378,Mm7,1,A
379,M,0,A
380,M,1,A
381,Mm7,1,A
382,mm7,3,A
383,o,5,A
384,M,0,A
