segment_id,chord_type,rootoffset,globalkey
0,M,0,C
1,Mm7,1,C
2,M,0,C
3,M,1,C
4,Mm7,1,C
5,o7,1,C
6,m,3,C
7,m,2,C
8,Mm7,1,C
9,M,0,C
10,M,1,C
11,M,0,C
12,M,1,C
13,Mm7,2,C
14,M,1,C
15,Mm7,2,C
16,M,1,C
17,M,0,C
18,m,3,C
19,o7,0,C
20,M,2,C
21,Mm7,2,C
22,M,1,C
23,Mm7,1,C
24,M,0,C
25,Mm7,1,C
26,M,0,C
27,M,1,C
28,Mm7,1,C
29,M,0,C
30,Mm7,1,C
31,M,0,C
32,Mm7,1,C
33,M,0,C
34,M,5,C
35,mm7,2,C
36,Ger,5,C
37,M,1,C
38,Mm7,1,C
39,M,0,C
40,Mm7,1,C
41,M,0,C
42,Mm7,1,C
43,M,0,C
44,M,5,C
45,m,1,C
46,M,0,C
47,M,5,C
48,M,0,C
49,Mm7,0,C
50,M,5,C
51,M,0,C
52,Mm7,1,C
53,M,0,C
54,m,2,C
55,M,1,C
56,Mm7,1,C
57,M,0,C
58,o7,5,C
59,m,1,C
60,o7,4,C
61,M,5,C
62,o,4,C
63,M,5,C
64,o,4,C
65,M,5,C
66,o,4,C
67,M,5,C
68,Mm7,0,C
69,M,5,C
70,M,0,C
71,Mm7,0,C
72,M,5,C
73,M,0,C
74,Mm7,0,C
75,M,5,C
76,Mm7,5,C
77,M,5,C
78,Mm7,0,C
79,M,5,C
80,m,1,C
81,M,0,C
82,Mm7,0,C
83,M,5,C
84,o,5,C
85,M,1,C
86,Mm7,1,C
87,M,1,C
88,Mm7,1,C
89,M,1,C
90,Mm7,1,C
91,M,0,C
92,Mm7,1,C
93,M,0,C
94,o7,0,C
95,Mm7,1,C
96,o7,5,C
97,Mm7,1,C
98,M,0,C
99,m,2,C
100,Mm7,1,C
101,M,0,C
102,M,1,C
103,M,0,C
104,M,1,C
105,Mm7,2,C
106,M,1,C
107,Mm7,2,C
108,M,1,C
109,+,2,C
110,M,0,C
111,o7,0,C
112,M,2,C
113,Mm7,2,C
114,M,1,C
115,Mm7,1,C
116,M,0,C
117,Mm7,1,C
118,M,0,C
119,M,1,C
120,Mm7,1,C
121,M,0,C
122,Mm7,1,C
123,M,0,C
124,Mm7,1,C
125,M,0,C
126,Mm7,0,C
127,M,5,C
128,mm7,2,C
129,Ger,5,C
130,M,1,C
131,Mm7,1,C
132,M,0,C
133,Mm7,1,C
134,M,0,C
135,Mm7,1,C
136,M,0,C
137,m,5,C
138,M,0,C
139,m,5,C
140,M,0,C
