segment_id,chord_type,rootoffset,globalkey
0,o,5,Db
1,m,3,Db
2,o,5,Db
3,M,1,Db
4,M,0,Db
5,M,1,Db
6,Mm7,1,Db
7,M,0,Db
8,M,5,Db
9,Mm7,1,Db
10,M,1,Db
11,Mm7,1,Db
12,M,0,Db
13,M,1,Db
14,Mm7,1,Db
15,M,0,Db
16,MM7,5,Db
17,Mm7,1,Db
18,m,3,Db
19,M,1,Db
20,m,3,Db
21,%7,5,Db
22,M,2,Db
23,mm7,5,Db
24,M,1,Db
25,mm7,3,Db
26,M,2,Db
27,mm7,5,Db
28,M,1,Db
29,mm7,3,Db
30,M,2,Db
31,m,5,Db
32,M,1,Db
33,mm7,3,Db
34,M,2,Db
35,m,1,Db
36,M,3,Db
37,m,2,Db
38,M,1,Db
39,M,0,Db
40,m,2,Db
41,M,1,Db
42,M,0,Db
43,m,2,Db
44,M,1,Db
45,M,0,Db
46,M,2,Db
47,M,1,Db
48,Mm7,2,Db
49,M,1,Db
50,Mm7,2,Db
51,M,1,Db
52,Mm7,5,Db
53,m,4,Db
54,Mm7,1,Db
55,m,0,Db
56,M,0,Db
57,M,2,Db
58,M,1,Db
59,m,3,Db
60,M,1,Db
61,M,0,Db
62,M,2,Db
63,M,1,Db
64,Mm7,2,Db
65,M,1,Db
66,Mm7,2,Db
67,M,1,Db
68,Mm7,2,Db
69,M,1,Db
70,M,5,Db
71,Mm7,5,Db
72,M,4,Db
73,Mm7,5,Db
74,M,4,Db
75,Mm7,5,Db
76,M,4,Db
77,o,2,Db
78,M,4,Db
79,o7,2,Db
80,%7,5,Db
81,Mm7,5,Db
82,M,5,Db
83,Mm7,5,Db
84,M,5,Db
85,Mm7,5,Db
86,M,4,Db
87,M,5,Db
88,M,4,Db
89,Mm7,5,Db
90,M,4,Db
91,m,3,Db
92,M,0,Db
93,mm7,3,Db
94,M,2,Db
95,Mm7,2,Db
96,M,1,Db
97,M,2,Db
98,Mm7,2,Db
99,M,1,Db
100,Mm7,2,Db
101,M,1,Db
102,Mm7,2,Db
103,M,1,Db
104,Mm7,2,Db
105,M,1,Db
106,M,0,Db
107,M,1,Db
108,Mm7,2,Db
109,M,1,Db
110,M,0,Db
111,M,2,Db
112,Mm7,2,Db
113,M,1,Db
114,Mm7,2,Db
115,M,1,Db
116,Mm7,2,Db
117,M,1,Db
118,Mm7,2,Db
119,M,1,Db
120,M,0,Db
121,Mm7,1,Db
122,M,0,Db
123,M,2,Db
124,Mm7,4,Db
125,m,3,Db
126,M,4,Db
127,Mm7,2,Db
128,M,1,Db
129,mm7,4,Db
130,Mm7,2,Db
131,M,1,Db
132,M,2,Db
133,Mm7,2,Db
134,M,1,Db
135,m,4,Db
136,M,5,Db
137,Mm7,0,Db
138,Mm7,5,Db
139,Mm7,4,Db
140,M,3,Db
141,Mm7,3,Db
142,M,2,Db
143,Mm7,3,Db
144,Mm7,2,Db
145,M,1,Db
146,Mm7,2,Db
147,M,1,Db
148,M,0,Db
149,o,5,Db
150,m,4,Db
151,Mm7,2,Db
152,M,1,Db
153,m,3,Db
154,M,1,Db
155,Mm7,2,Db
156,M,1,Db
157,M,0,Db
158,o,5,Db
159,M,0,Db
160,Mm7,2,Db
161,Mm7,4,Db
162,%7,0,Db
163,M,2,Db
164,m,5,Db
165,M,1,Db
166,m,4,Db
167,Mm7,3,Db
168,M,2,Db
169,mm7,3,Db
170,%7,5,Db
171,M,1,Db
172,mm7,3,Db
173,M,2,Db
174,m,1,Db
175,M,3,Db
176,m,2,Db
177,M,1,Db
178,M,0,Db
179,m,2,Db
180,Mm7,1,Db
181,M,0,Db
182,m,3,Db
183,M,2,Db
184,M,1,Db
185,M,2,Db
186,Mm7,1,Db
187,M,0,Db
188,Mm7,1,Db
189,M,0,Db
190,Mm7,1,Db
191,M,0,Db
192,Mm7,3,Db
193,m,2,Db
194,Mm7,0,Db
195,m,0,Db
196,Mm7,1,Db
197,M,0,Db
198,m,2,Db
199,M,0,Db
200,M,5,Db
201,M,1,Db
202,M,0,Db
203,m,2,Db
204,Mm7,1,Db
205,M,0,Db
206,m,2,Db
207,M,1,Db
208,M,0,Db
209,m,2,Db
210,Mm7,1,Db
211,M,0,Db
212,M,4,Db
213,Mm7,4,Db
214,M,3,Db
215,Mm7,4,Db
216,M,3,Db
217,M,2,Db
218,Mm7,4,Db
219,M,3,Db
220,o,1,Db
221,M,3,Db
222,o7,1,Db
223,o7,3,Db
224,Mm7,5,Db
225,M,4,Db
226,Mm7,5,Db
227,M,4,Db
228,Mm7,4,Db
229,M,3,Db
230,Mm7,4,Db
231,M,3,Db
232,Mm7,4,Db
233,M,3,Db
234,m,2,Db
235,Mm7,1,Db
236,m,2,Db
237,m,3,Db
238,M,1,Db
239,M,0,Db
240,Mm7,1,Db
241,M,0,Db
242,Mm7,1,Db
243,M,0,Db
244,Mm7,1,Db
245,M,0,Db
246,m,3,Db
247,Mm7,1,Db
248,M,0,Db
249,M,5,Db
250,M,0,Db
251,Mm7,1,Db
252,M,0,Db
253,M,5,Db
254,M,1,Db
255,Mm7,1,Db
256,M,0,Db
257,Mm7,0,Db
258,M,5,Db
259,Mm7,1,Db
260,M,0,Db
261,Mm7,1,Db
262,M,0,Db
263,M,5,Db
264,M,0,Db
265,Mm7,1,Db
266,M,0,Db
267,M,5,Db
268,M,1,Db
269,m,0,Db
270,M,5,Db
271,M,0,Db
272,M,5,Db
273,M,1,Db
274,m,3,Db
275,M,0,Db
276,m,2,Db
277,Mm7,1,Db
278,m,3,Db
279,M,0,Db
280,mm7,2,Db
281,M,1,Db
282,M,0,Db
283,M,5,Db
284,m,5,Db
285,M,4,Db
286,m,3,Db
287,m,2,Db
288,M,4,Db
289,M,3,Db
290,o7,2,Db
291,Mm7,5,Db
292,Mm7,4,Db
293,o7,3,Db
294,o7,2,Db
295,o7,5,Db
296,M,1,Db
297,Mm7,1,Db
298,+,3,Db
299,o7,5,Db
300,M,1,Db
301,m,3,Db
302,Mm7,1,Db
303,Mm7,4,Db
304,Mm7,3,Db
305,Mm7,2,Db
306,Mm7,1,Db
307,Mm7,0,Db
308,o,4,Db
309,M,0,Db
310,Mm7,1,Db
311,M,1,Db
312,Mm7,1,Db
313,M,0,Db
314,M,5,Db
315,M,1,Db
316,M,0,Db
317,m,2,Db
318,M,5,Db
319,Mm7,3,Db
320,m,2,Db
321,Mm7,1,Db
322,M,0,Db
323,Mm7,1,Db
324,M,0,Db
325,Mm7,1,Db
326,M,0,Db
327,m,3,Db
328,Mm7,1,Db
329,M,3,Db
330,m,2,Db
331,M,1,Db
332,M,0,Db
333,M,5,Db
334,o,5,Db
335,M,0,Db
336,Mm7,0,Db
337,M,3,Db
338,m,2,Db
339,M,5,Db
340,M,3,Db
341,m,2,Db
342,M,5,Db
343,M,3,Db
344,m,2,Db
345,M,5,Db
346,M,3,Db
347,m,2,Db
348,M,5,Db
349,M,3,Db
350,m,2,Db
351,M,1,Db
352,M,0,Db
353,M,5,Db
354,Mm7,1,Db
355,M,0,Db
356,Mm7,0,Db
357,M,5,Db
358,M,1,Db
359,o7,0,Db
360,m,2,Db
361,o7,0,Db
362,m,2,Db
363,M,0,Db
364,Mm7,1,Db
365,M,0,Db
366,M,5,Db
367,M,0,Db
368,Mm7,1,Db
369,M,0,Db
370,Mm7,0,Db
371,M,5,Db
372,M,0,Db
373,Mm7,0,Db
374,M,5,Db
375,Mm7,1,Db
376,m,3,Db
377,M,1,Db
378,M,0,Db
379,mm7,2,Db
380,Mm7,2,Db
381,M,1,Db
382,Mm7,1,Db
383,M,0,Db
