segment_id,chord_type,rootoffset,globalkey
0,m,0,c#
1,M,1,c#
2,m,0,c#
3,m,5,c#
4,m,0,c#
5,m,5,c#
6,Mm7,1,c#
7,m,0,c#
8,o,2,c#
9,m,5,c#
10,M,2,c#
11,m,5,c#
12,Ger,5,c#
13,Mm7,0,c#
14,m,5,c#
15,M,1,c#
16,Mm7,1,c#
17,m,0,c#
18,o7,3,c#
19,o7,2,c#
20,M,2,c#
21,Mm7,5,c#
22,M,1,c#
23,M,2,c#
24,Mm7,2,c#
25,m,5,c#
26,M,1,c#
27,Mm7,0,c#
28,o7,1,c#
29,M,5,c#
30,+,2,c#
31,m,3,c#
32,o,1,c#
33,m,3,c#
34,o7,1,c#
35,M,1,c#
36,m,3,c#
37,M,1,c#
38,m,3,c#
39,+,2,c#
40,o7,1,c#
41,m,3,c#
42,m,0,c#
43,m,3,c#
44,M,5,c#
45,m,3,c#
46,o,3,c#
47,o7,3,c#
48,m,0,c#
49,o,2,c#
50,o7,5,c#
51,M,1,c#
52,Ger,5,c#
53,M,1,c#
54,Mm7,1,c#
55,M,0,c#
56,Mm7,0,c#
57,m,5,c#
58,M,5,c#
59,Mm7,5,c#
60,m,3,c#
61,M,3,c#
62,o,1,c#
63,M,2,c#
64,Mm7,3,c#
65,m,1,c#
66,M,2,c#
67,o,2,c#
68,M,2,c#
69,m,1,c#
70,M,2,c#
71,+,2,c#
72,M,1,c#
73,Fr,0,c#
74,M,5,c#
75,Mm7,5,c#
76,M,3,c#
77,Mm7,3,c#
78,M,2,c#
79,Mm7,2,c#
80,M,1,c#
81,m,0,c#
82,o,2,c#
83,%7,2,c#
84,M,1,c#
85,Mm7,1,c#
86,m,0,c#
87,M,2,c#
88,M,3,c#
89,Mm7,5,c#
90,M,3,c#
91,m,1,c#
92,M,2,c#
93,M,3,c#
94,o7,1,c#
95,o7,5,c#
96,Mm7,2,c#
97,m,2,c#
98,M,3,c#
99,Mm7,3,c#
100,M,0,c#
101,Mm7,5,c#
102,M,3,c#
103,M,5,c#
104,Mm7,5,c#
105,M,3,c#
106,Mm7,5,c#
107,M,3,c#
108,Mm7,5,c#
109,M,3,c#
110,Mm7,5,c#
111,M,3,c#
112,Mm7,5,c#
113,M,3,c#
114,Mm7,5,c#
115,M,3,c#
116,Mm7,3,c#
117,M,3,c#
118,m,2,c#
119,M,3,c#
120,m,2,c#
121,Mm7,3,c#
122,m,2,c#
123,M,3,c#
124,M,2,c#
125,m,0,c#
126,M,1,c#
127,m,5,c#
128,M,2,c#
129,m,3,c#
130,M,1,c#
131,M,2,c#
132,M,1,c#
133,m,2,c#
134,M,2,c#
135,M,1,c#
136,m,5,c#
137,M,5,c#
138,m,3,c#
139,m,1,c#
140,M,5,c#
141,M,3,c#
142,m,1,c#
143,M,1,c#
144,Mm7,1,c#
145,m,0,c#
146,M,5,c#
147,M,3,c#
148,Mm7,3,c#
149,M,1,c#
150,m,0,c#
151,m,2,c#
152,Mm7,3,c#
153,M,2,c#
154,mm7,0,c#
155,m,5,c#
156,m,1,c#
157,Mm7,2,c#
158,M,1,c#
159,m,3,c#
160,o7,1,c#
161,Mm7,0,c#
162,o7,1,c#
163,m,3,c#
164,m,0,c#
165,M,2,c#
166,Mm7,2,c#
167,M,1,c#
168,M,2,c#
169,o,1,c#
170,m,0,c#
171,Mm7,2,c#
172,M,2,c#
173,Mm7,2,c#
174,M,1,c#
175,o7,3,c#
176,M,2,c#
177,M,1,c#
178,o7,3,c#
179,M,2,c#
180,Mm7,2,c#
181,M,1,c#
182,M,2,c#
183,M,1,c#
184,M,2,c#
185,m,1,c#
186,m,0,c#
187,Mm7,2,c#
188,M,1,c#
189,mm7,3,c#
190,Mm7,1,c#
191,M,2,c#
192,Mm7,1,c#
193,m,5,c#
194,m,3,c#
195,Mm7,1,c#
196,M,2,c#
197,M,1,c#
198,Mm7,2,c#
199,M,1,c#
200,Mm7,1,c#
201,m,0,c#
202,Mm7,1,c#
203,m,0,c#
204,Mm7,1,c#
205,m,0,c#
206,Mm7,1,c#
207,m,0,c#
208,Mm7,1,c#
209,m,0,c#
210,Mm7,1,c#
211,m,0,c#
212,Mm7,1,c#
213,m,0,c#
214,M,0,c#
215,Mm7,0,c#
216,m,5,c#
217,Mm7,0,c#
218,m,5,c#
219,Ger,5,c#
220,M,1,c#
221,Mm7,1,c#
222,m,0,c#
223,M,1,c#
224,Mm7,1,c#
225,M,0,c#
226,+,1,c#
227,m,5,c#
228,M,2,c#
229,o,1,c#
230,m,3,c#
231,o7,2,c#
232,M,1,c#
233,Mm7,0,c#
234,m,5,c#
235,M,2,c#
236,Mm7,0,c#
237,m,5,c#
238,M,0,c#
239,Mm7,0,c#
240,m,5,c#
241,o7,3,c#
242,m,0,c#
243,o7,3,c#
244,M,1,c#
245,Mm7,1,c#
246,o7,3,c#
247,m,5,c#
248,Mm7,0,c#
249,m,5,c#
250,Mm7,1,c#
251,m,0,c#
252,m,5,c#
253,Mm7,1,c#
254,M,2,c#
255,Mm7,1,c#
256,m,0,c#
257,Mm7,5,c#
258,Mm7,1,c#
259,m,0,c#
260,M,0,c#
261,m,5,c#
262,M,2,c#
263,m,5,c#
264,o7,3,c#
265,Ger,5,c#
266,M,0,c#
267,Ger,5,c#
268,M,0,c#
269,o7,3,c#
270,M,0,c#
271,o7,3,c#
272,M,0,c#
273,o7,3,c#
274,M,0,c#
