segment_id,chord_type,rootoffset,globalkey
0,m,0,c
1,M,3,c
2,M,2,c
3,M,1,c
4,M,2,c
5,o7,1,c
6,M,3,c
7,m,5,c
8,o,2,c
9,m,5,c
10,%7,2,c
11,M,1,c
12,Mm7,1,c
13,m,0,c
14,M,0,c
15,o7,2,c
16,m,5,c
17,Mm7,0,c
18,m,5,c
19,Mm7,0,c
20,m,5,c
21,Mm7,0,c
22,m,5,c
23,M,2,c
24,Mm7,1,c
25,M,2,c
26,Mm7,1,c
27,M,2,c
28,Mm7,1,c
29,M,2,c
30,m,5,c
31,o,3,c
32,M,0,c
33,Mm7,0,c
34,M,1,c
35,m,0,c
36,o7,5,c
37,M,1,c
38,o7,3,c
39,m,0,c
40,o7,5,c
41,M,1,c
42,o7,3,c
43,m,0,c
44,o7,5,c
45,M,1,c
46,o7,5,c
47,M,1,c
48,m,0,c
49,M,3,c
50,M,2,c
51,M,1,c
52,M,2,c
53,o7,1,c
54,M,3,c
55,o7,2,c
56,Mm7,0,c
57,M,5,c
58,M,2,c
59,o7,3,c
60,M,0,c
61,Ger,5,c
62,Mm7,2,c
63,M,1,c
64,o7,3,c
65,m,0,c
66,o7,5,c
67,o7,3,c
68,M,0,c
69,Ger,5,c
70,o7,5,c
71,M,1,c
72,Mm7,1,c
73,m,0,c
74,M,1,c
75,m,0,c
76,M,1,c
77,m,0,c
78,M,1,c
79,Mm7,1,c
80,M,1,c
81,Mm7,1,c
82,m,0,c
83,M,1,c
84,Mm7,2,c
85,o,1,c
86,M,1,c
87,o,2,c
88,Mm7,3,c
89,M,3,c
90,Mm7,3,c
91,M,2,c
92,M,1,c
93,m,5,c
94,M,3,c
95,Mm7,3,c
96,M,2,c
97,Mm7,3,c
98,Mm7,2,c
99,M,1,c
100,Mm7,2,c
101,M,1,c
102,M,2,c
103,m,3,c
104,M,2,c
105,Mm7,2,c
106,M,1,c
107,M,2,c
108,o7,2,c
109,m,5,c
110,o,2,c
111,o7,5,c
112,M,1,c
