segment_id,chord_type,rootoffset,globalkey
0,m,0,g#
1,Mm7,1,g#
2,m,0,g#
3,Mm7,1,g#
4,m,0,g#
5,M,1,g#
6,mm7,5,g#
7,o,2,g#
8,M,1,g#
9,Mm7,1,g#
10,m,0,g#
11,Mm7,1,g#
12,m,0,g#
13,Mm7,1,g#
14,m,0,g#
15,M,1,g#
16,mm7,5,g#
17,M,2,g#
18,M,1,g#
19,Mm7,1,g#
20,m,0,g#
21,M,3,g#
22,Mm7,3,g#
23,M,2,g#
24,M,1,g#
25,Mm7,1,g#
26,m,0,g#
27,Mm7,1,g#
28,m,0,g#
29,Mm7,1,g#
30,m,0,g#
31,M,1,g#
32,M,2,g#
33,M,1,g#
34,Mm7,1,g#
35,m,0,g#
36,M,3,g#
37,Mm7,3,g#
38,M,2,g#
39,M,1,g#
40,Mm7,1,g#
41,m,0,g#
42,Mm7,1,g#
43,m,0,g#
44,Mm7,3,g#
45,M,2,g#
46,M,1,g#
47,M,2,g#
48,M,1,g#
49,Mm7,1,g#
50,Mm7,0,g#
51,M,0,g#
52,Mm7,0,g#
53,M,2,g#
54,mm7,3,g#
55,Ger,3,g#
56,M,0,g#
57,m,3,g#
58,M,0,g#
59,Mm7,0,g#
