segment_id,chord_type,rootoffset,globalkey
0,M,0,Eb
1,Mm7,3,Eb
2,m,2,Eb
3,M,1,Eb
4,M,0,Eb
5,Mm7,1,Eb
6,M,0,Eb
7,m,2,Eb
8,%7,5,Eb
9,M,1,Eb
10,M,0,Eb
11,Mm7,1,Eb
12,M,0,Eb
13,Mm7,1,Eb
14,M,0,Eb
15,M,1,Eb
16,o7,1,Eb
17,m,3,Eb
18,m,2,Eb
19,M,3,Eb
20,m,2,Eb
21,M,0,Eb
22,M,1,Eb
23,mm7,3,Eb
24,M,1,Eb
25,M,0,Eb
26,mm7,3,Eb
27,M,1,Eb
28,M,0,Eb
29,%7,5,Eb
30,M,0,Eb
31,Mm7,1,Eb
32,M,1,Eb
33,M,0,Eb
34,Mm7,1,Eb
35,M,0,Eb
36,Mm7,4,Eb
37,m,3,Eb
38,%7,5,Eb
39,Mm7,3,Eb
40,m,2,Eb
41,M,2,Eb
42,It,2,Eb
43,M,4,Eb
44,mm7,2,Eb
45,M,4,Eb
46,mm7,2,Eb
47,M,4,Eb
48,Mm7,4,Eb
49,M,3,Eb
50,Mm7,3,Eb
51,m,2,Eb
52,M,2,Eb
53,Mm7,2,Eb
54,M,1,Eb
55,Mm7,1,Eb
56,o,5,Eb
57,M,1,Eb
58,M,0,Eb
59,m,3,Eb
60,M,5,Eb
61,M,1,Eb
62,Mm7,1,Eb
63,M,0,Eb
64,m,3,Eb
65,M,5,Eb
66,M,1,Eb
67,Mm7,1,Eb
68,M,0,Eb
69,m,3,Eb
70,M,5,Eb
71,o,5,Eb
72,M,1,Eb
73,Mm7,1,Eb
74,M,0,Eb
75,Mm7,1,Eb
76,M,0,Eb
77,Mm7,1,Eb
78,M,0,Eb
79,m,3,Eb
80,m,2,Eb
81,M,1,Eb
82,Mm7,1,Eb
83,M,0,Eb
84,m,3,Eb
85,M,5,Eb
86,M,1,Eb
87,Mm7,2,Eb
88,Mm7,1,Eb
89,M,0,Eb
90,m,3,Eb
91,M,5,Eb
92,Mm7,4,Eb
93,m,3,Eb
94,Mm7,2,Eb
95,M,1,Eb
96,Mm7,1,Eb
97,M,0,Eb
98,Mm7,1,Eb
99,M,0,Eb
100,Mm7,0,Eb
101,m,0,Eb
102,M,3,Eb
103,mm7,5,Eb
104,M,4,Eb
105,Mm7,0,Eb
106,m,5,Eb
107,M,0,Eb
108,m,5,Eb
109,M,0,Eb
110,m,5,Eb
111,M,0,Eb
112,Mm7,1,Eb
113,M,0,Eb
114,M,1,Eb
115,Mm7,1,Eb
116,M,0,Eb
117,m,2,Eb
118,%7,5,Eb
119,M,1,Eb
120,M,0,Eb
121,Mm7,1,Eb
122,M,0,Eb
123,Mm7,1,Eb
124,M,0,Eb
125,M,1,Eb
126,o7,1,Eb
127,m,3,Eb
128,m,2,Eb
129,Mm7,2,Eb
130,m,2,Eb
131,M,0,Eb
132,M,1,Eb
133,mm7,3,Eb
134,M,1,Eb
135,M,0,Eb
136,mm7,3,Eb
137,M,1,Eb
138,M,0,Eb
139,Mm7,1,Eb
140,M,0,Eb
141,Mm7,1,Eb
142,M,5,Eb
143,m,2,Eb
144,M,1,Eb
145,Mm7,1,Eb
146,M,0,Eb
147,Mm7,1,Eb
148,M,0,Eb
149,Mm7,1,Eb
150,Mm7,0,Eb
151,M,5,Eb
152,m,5,Eb
153,M,1,Eb
154,Mm7,1,Eb
155,M,1,Eb
156,M,0,Eb
157,Mm7,1,Eb
158,M,0,Eb
