segment_id,chord_type,rootoffset,globalkey
0,M,0,Eb
1,M,5,Eb
2,m,2,Eb
3,Mm7,1,Eb
4,M,1,Eb
5,Mm7,1,Eb
6,M,1,Eb
7,M,0,Eb
8,o,1,Eb
9,m,3,Eb
10,m,4,Eb
11,M,5,Eb
12,m,2,Eb
13,M,4,Eb
14,Mm7,4,Eb
15,Mm7,3,Eb
16,Mm7,2,Eb
17,Mm7,1,Eb
18,M,0,Eb
19,Ger,3,Eb
20,M,5,Eb
21,Mm7,1,Eb
22,m,3,Eb
23,Mm7,1,Eb
24,M,1,Eb
25,M,0,Eb
26,Mm7,1,Eb
27,M,1,Eb
28,M,0,Eb
29,Mm7,1,Eb
30,M,1,Eb
31,m,3,Eb
32,Mm7,1,Eb
33,mm7,3,Eb
34,Mm7,1,Eb
35,M,0,Eb
36,mm7,2,Eb
37,m,4,Eb
38,M,5,Eb
39,%7,5,Eb
40,o,0,Eb
41,m,2,Eb
42,M,0,Eb
43,m,2,Eb
44,Mm7,1,Eb
45,M,0,Eb
46,M,5,Eb
47,m,2,Eb
48,M,1,Eb
49,o,2,Eb
50,m,4,Eb
51,Mm7,4,Eb
52,m,3,Eb
53,M,2,Eb
54,Ger,2,Eb
55,M,4,Eb
56,Mm7,4,Eb
57,Mm7,3,Eb
58,Mm7,2,Eb
59,Mm7,1,Eb
60,M,0,Eb
61,Ger,3,Eb
62,M,5,Eb
63,M,1,Eb
64,m,3,Eb
65,M,1,Eb
66,m,3,Eb
67,Mm7,1,Eb
68,M,1,Eb
69,m,3,Eb
70,Mm7,1,Eb
71,M,1,Eb
72,Mm7,1,Eb
73,M,0,Eb
74,Mm7,0,Eb
75,M,5,Eb
76,Mm7,3,Eb
77,m,2,Eb
78,M,0,Eb
79,Mm7,1,Eb
80,M,0,Eb
81,Mm7,1,Eb
82,M,1,Eb
83,M,0,Eb
84,M,1,Eb
85,M,0,Eb
86,M,5,Eb
87,m,2,Eb
88,Mm7,1,Eb
89,M,0,Eb
90,m,2,Eb
91,M,4,Eb
92,o,3,Eb
93,Mm7,2,Eb
94,M,1,Eb
95,M,0,Eb
96,Ger,3,Eb
97,M,5,Eb
98,Mm7,5,Eb
99,Mm7,1,Eb
100,M,0,Eb
101,M,5,Eb
102,Mm7,1,Eb
103,M,0,Eb
104,M,5,Eb
105,m,2,Eb
106,Mm7,1,Eb
107,M,0,Eb
108,M,5,Eb
109,Mm7,1,Eb
110,m,2,Eb
111,M,4,Eb
112,Mm7,4,Eb
113,Mm7,3,Eb
114,Mm7,2,Eb
115,Mm7,1,Eb
116,M,0,Eb
117,Ger,3,Eb
118,M,5,Eb
119,M,1,Eb
120,M,0,Eb
121,M,5,Eb
122,M,1,Eb
123,M,0,Eb
124,M,1,Eb
125,M,0,Eb
126,M,5,Eb
127,m,2,Eb
128,M,1,Eb
129,Mm7,1,Eb
130,M,0,Eb
131,Mm7,5,Eb
132,M,4,Eb
133,M,3,Eb
134,Mm7,3,Eb
135,m,2,Eb
136,Mm7,4,Eb
137,m,3,Eb
138,M,5,Eb
139,m,5,Eb
140,o7,5,Eb
141,Mm7,1,Eb
142,M,0,Eb
143,Mm7,1,Eb
144,M,0,Eb
145,Mm7,1,Eb
146,M,0,Eb
147,M,5,Eb
148,Mm7,1,Eb
149,M,0,Eb
150,m,3,Eb
151,M,5,Eb
152,m,2,Eb
153,Mm7,1,Eb
154,M,1,Eb
155,M,0,Eb
156,M,5,Eb
157,m,2,Eb
158,M,4,Eb
159,o,4,Eb
160,Mm7,3,Eb
161,m,2,Eb
162,Mm7,1,Eb
163,M,0,Eb
164,Ger,3,Eb
165,M,5,Eb
166,Mm7,1,Eb
167,M,0,Eb
168,m,2,Eb
169,Mm7,1,Eb
170,M,0,Eb
171,%7,5,Eb
172,M,0,Eb
173,%7,5,Eb
174,M,0,Eb
175,M,5,Eb
176,M,0,Eb
177,mm7,3,Eb
178,o,5,Eb
179,M,0,Eb
180,o,5,Eb
181,M,0,Eb
182,o,5,Eb
183,M,0,Eb
184,o,5,Eb
185,M,0,Eb
186,o,5,Eb
187,M,0,Eb
188,+,0,Eb
189,M,5,Eb
190,o,5,Eb
191,M,0,Eb
192,M,1,Eb
193,M,0,Eb
194,m,1,Eb
195,M,5,Eb
196,m,0,Eb
197,M,5,Eb
198,m,0,Eb
199,o,3,Eb
200,M,5,Eb
201,M,4,Eb
202,M,5,Eb
203,m,0,Eb
204,M,5,Eb
205,m,0,Eb
206,M,5,Eb
207,Mm7,1,Eb
208,M,0,Eb
209,%7,5,Eb
210,M,0,Eb
211,%7,5,Eb
212,M,0,Eb
213,M,5,Eb
214,%7,5,Eb
215,M,0,Eb
216,o,5,Eb
217,o,4,Eb
218,M,5,Eb
219,Mm7,1,Eb
220,M,0,Eb
221,Mm7,1,Eb
222,M,1,Eb
223,Mm7,1,Eb
224,M,0,Eb
225,Mm7,1,Eb
226,M,1,Eb
227,M,0,Eb
228,Mm7,1,Eb
229,M,1,Eb
230,Mm7,1,Eb
231,M,0,Eb
232,Mm7,1,Eb
233,Mm7,3,Eb
234,m,2,Eb
235,m,0,Eb
236,m,2,Eb
237,M,1,Eb
238,Mm7,1,Eb
239,M,0,Eb
240,o7,0,Eb
241,Mm7,3,Eb
242,m,2,Eb
243,Mm7,3,Eb
244,m,2,Eb
245,M,1,Eb
246,Mm7,1,Eb
247,M,0,Eb
248,o7,0,Eb
249,M,0,Eb
250,Mm7,1,Eb
251,M,0,Eb
252,o7,0,Eb
253,M,0,Eb
254,Mm7,1,Eb
255,M,0,Eb
256,M,5,Eb
257,m,2,Eb
258,Mm7,1,Eb
259,M,0,Eb
260,m,2,Eb
261,Mm7,1,Eb
262,M,0,Eb
263,M,5,Eb
264,m,2,Eb
265,Mm7,1,Eb
266,M,0,Eb
267,Mm7,1,Eb
268,M,0,Eb
269,m,3,Eb
270,Mm7,1,Eb
271,m,2,Eb
272,Mm7,1,Eb
273,M,0,Eb
274,M,1,Eb
275,o,0,Eb
276,m,2,Eb
277,M,2,Eb
278,Mm7,1,Eb
279,M,0,Eb
280,M,1,Eb
281,M,0,Eb
