segment_id,chord_type,rootoffset,globalkey
0,M,0,C
1,Mm7,1,C
2,o7,1,C
3,m,3,C
4,mm7,2,C
5,Mm7,2,C
6,M,1,C
7,Mm7,2,C
8,Mm7,1,C
9,M,0,C
10,Mm7,1,C
11,o7,1,C
12,m,3,C
13,mm7,2,C
14,Mm7,2,C
15,Mm7,1,C
16,M,0,C
17,Mm7,1,C
18,M,0,C
19,Mm7,1,C
20,o7,1,C
21,m,3,C
22,mm7,2,C
23,Mm7,2,C
24,M,1,C
25,Mm7,2,C
26,Mm7,1,C
27,M,0,C
28,Mm7,1,C
29,o7,1,C
30,m,3,C
31,mm7,2,C
32,Mm7,2,C
33,Mm7,1,C
34,M,0,C
35,Mm7,1,C
36,M,0,C
37,M,1,C
38,Mm7,2,C
39,M,1,C
40,o,5,C
41,M,0,C
42,M,1,C
43,M,0,C
44,Mm7,1,C
45,M,0,C
46,Mm7,1,C
47,M,1,C
48,Mm7,2,C
49,M,1,C
50,Mm7,1,C
51,M,0,C
52,Mm7,1,C
53,o7,1,C
54,m,3,C
55,mm7,2,C
56,Mm7,2,C
57,Mm7,1,C
58,Mm7,4,C
59,m,3,C
60,M,5,C
61,Mm7,1,C
62,M,0,C
63,M,5,C
64,M,1,C
65,Mm7,1,C
66,M,0,C
67,Mm7,1,C
68,M,0,C
69,Mm7,1,C
70,M,0,C
71,M,5,C
72,M,0,C
73,Mm7,0,C
74,M,5,C
75,M,0,C
76,Mm7,0,C
77,M,5,C
78,M,0,C
79,Mm7,1,C
80,M,0,C
81,Mm7,1,C
82,M,0,C
83,Mm7,1,C
84,M,0,C
85,Mm7,1,C
86,M,0,C
87,Mm7,1,C
88,M,3,C
89,m,2,C
90,M,3,C
91,Mm7,3,C
92,m,2,C
93,M,5,C
94,o,4,C
95,M,5,C
96,Mm7,5,C
97,o,4,C
98,M,0,C
99,M,5,C
100,M,0,C
101,Mm7,0,C
102,M,5,C
103,M,0,C
104,Mm7,0,C
105,M,5,C
106,M,0,C
107,Mm7,0,C
108,M,5,C
109,M,0,C
110,Mm7,0,C
111,M,5,C
112,M,0,C
113,Mm7,0,C
114,M,0,C
115,Mm7,0,C
116,M,0,C
117,Mm7,0,C
118,Mm7,1,C
119,m,0,C
120,m,5,C
121,Mm7,5,C
122,M,4,C
123,M,3,C
124,m,5,C
125,o,2,C
126,o7,5,C
127,M,1,C
128,m,0,C
129,M,1,C
130,m,0,C
131,M,1,C
132,It,5,C
133,o7,5,C
134,m,5,C
135,Mm7,1,C
136,M,1,C
