segment_id,chord_type,rootoffset,globalkey
0,M,0,Eb
1,Mm7,1,Eb
2,M,0,Eb
3,M,1,Eb
4,M,0,Eb
5,m,2,Eb
6,Mm7,1,Eb
7,M,0,Eb
8,Mm7,1,Eb
9,M,0,Eb
10,mm7,2,Eb
11,M,1,Eb
12,Mm7,1,Eb
13,M,0,Eb
14,Mm7,1,Eb
15,o,0,Eb
16,Mm7,1,Eb
17,o,5,Eb
18,M,1,Eb
19,Mm7,1,Eb
20,M,0,Eb
21,m,3,Eb
22,M,1,Eb
23,M,0,Eb
24,Mm7,1,Eb
25,M,0,Eb
26,M,5,Eb
27,m,2,Eb
28,M,1,Eb
29,Mm7,1,Eb
30,M,0,Eb
31,M,1,Eb
32,m,0,Eb
33,M,1,Eb
34,m,0,Eb
35,m,1,Eb
36,M,2,Eb
37,m,1,Eb
38,Mm7,2,Eb
39,m,1,Eb
40,Mm7,2,Eb
41,M,4,Eb
42,m,0,Eb
43,M,2,Eb
44,m,1,Eb
45,m,0,Eb
46,M,4,Eb
47,M,1,Eb
48,m,0,Eb
49,M,1,Eb
50,Mm7,1,Eb
51,m,0,Eb
52,o,5,Eb
53,m,0,Eb
54,Mm7,2,Eb
55,m,1,Eb
56,Mm7,3,Eb
57,M,2,Eb
58,m,1,Eb
59,Mm7,2,Eb
60,m,1,Eb
61,M,2,Eb
62,M,4,Eb
63,m,0,Eb
64,M,2,Eb
65,Mm7,2,Eb
66,m,1,Eb
67,M,5,Eb
68,M,4,Eb
69,M,5,Eb
70,M,4,Eb
71,M,5,Eb
72,m,0,Eb
73,M,1,Eb
74,m,0,Eb
75,M,1,Eb
76,m,0,Eb
77,Mm7,0,Eb
78,m,5,Eb
79,Mm7,0,Eb
80,m,5,Eb
81,Mm7,0,Eb
82,M,2,Eb
83,Mm7,1,Eb
84,m,0,Eb
85,M,2,Eb
86,Mm7,1,Eb
87,m,0,Eb
88,m,1,Eb
89,o,2,Eb
90,M,4,Eb
91,M,5,Eb
92,M,4,Eb
93,M,5,Eb
94,m,0,Eb
95,M,1,Eb
96,m,0,Eb
97,M,1,Eb
98,m,0,Eb
99,Mm7,0,Eb
100,m,5,Eb
101,Mm7,0,Eb
102,m,5,Eb
103,M,0,Eb
104,M,2,Eb
105,Mm7,1,Eb
106,m,0,Eb
107,M,2,Eb
108,Mm7,1,Eb
109,M,3,Eb
110,m,5,Eb
111,Mm7,0,Eb
112,m,5,Eb
113,M,1,Eb
114,M,2,Eb
115,Mm7,1,Eb
116,m,0,Eb
117,M,2,Eb
118,o7,5,Eb
119,M,1,Eb
120,m,0,Eb
121,M,1,Eb
122,m,0,Eb
123,M,1,Eb
124,M,5,Eb
125,m,4,Eb
126,m,2,Eb
127,M,0,Eb
128,o,5,Eb
129,m,3,Eb
130,M,1,Eb
131,M,5,Eb
132,m,4,Eb
133,m,2,Eb
134,M,0,Eb
135,o,5,Eb
136,m,0,Eb
137,m,2,Eb
138,M,0,Eb
139,o7,5,Eb
140,o,5,Eb
141,m,0,Eb
142,m,2,Eb
143,M,0,Eb
144,o7,5,Eb
145,o,5,Eb
146,Mm7,1,Eb
147,M,0,Eb
148,M,1,Eb
149,Mm7,1,Eb
150,M,0,Eb
151,M,1,Eb
152,M,0,Eb
153,m,2,Eb
154,M,1,Eb
155,M,0,Eb
156,Mm7,1,Eb
157,M,0,Eb
158,mm7,2,Eb
159,M,1,Eb
160,Mm7,1,Eb
161,M,0,Eb
162,o,5,Eb
163,M,0,Eb
164,M,1,Eb
165,m,3,Eb
166,Mm7,1,Eb
167,o,0,Eb
168,Mm7,1,Eb
169,M,0,Eb
170,o,5,Eb
171,M,1,Eb
172,Mm7,1,Eb
173,M,0,Eb
174,Mm7,1,Eb
175,M,0,Eb
176,m,3,Eb
177,M,1,Eb
178,M,0,Eb
179,Mm7,1,Eb
180,M,0,Eb
181,mm7,2,Eb
182,M,1,Eb
183,Mm7,1,Eb
184,M,0,Eb
185,Mm7,1,Eb
186,m,3,Eb
187,M,5,Eb
188,M,1,Eb
189,M,5,Eb
190,m,4,Eb
191,m,2,Eb
192,M,0,Eb
193,o,5,Eb
194,%7,2,Eb
195,Mm7,1,Eb
196,%7,2,Eb
197,Mm7,1,Eb
198,%7,2,Eb
199,Mm7,1,Eb
200,m,3,Eb
201,M,5,Eb
202,M,1,Eb
203,Mm7,1,Eb
204,M,0,Eb
205,M,4,Eb
206,m,3,Eb
207,M,4,Eb
208,M,3,Eb
209,m,2,Eb
210,Mm7,3,Eb
211,m,2,Eb
212,Mm7,2,Eb
213,M,1,Eb
214,Mm7,2,Eb
215,M,1,Eb
216,Mm7,1,Eb
217,M,0,Eb
218,M,5,Eb
219,M,1,Eb
220,Mm7,1,Eb
221,M,0,Eb
222,Mm7,1,Eb
223,M,0,Eb
224,Mm7,1,Eb
225,M,0,Eb
226,Mm7,1,Eb
227,M,0,Eb
228,Mm7,1,Eb
229,M,0,Eb
230,Mm7,1,Eb
231,M,0,Eb
