segment_id,chord_type,rootoffset,globalkey
0,o,3,f
1,m,0,f
2,o,3,f
3,m,0,f
4,m,5,f
5,Mm7,5,f
6,o7,3,f
7,M,1,f
8,m,0,f
9,o7,3,f
10,M,1,f
11,Mm7,1,f
12,M,1,f
13,Mm7,1,f
14,M,1,f
15,M,0,f
16,o,2,f
17,M,5,f
18,Mm7,0,f
19,M,5,f
20,M,0,f
21,M,5,f
22,m,2,f
23,M,0,f
24,M,5,f
25,M,0,f
26,m,2,f
27,M,0,f
28,mm7,2,f
29,Mm7,1,f
30,M,0,f
31,Mm7,0,f
32,M,0,f
33,o,2,f
34,Mm7,0,f
35,o,2,f
36,M,5,f
37,mm7,2,f
38,m,2,f
39,mm7,2,f
40,Mm7,1,f
41,M,0,f
42,M,1,f
43,m,1,f
44,M,5,f
45,M,0,f
46,M,5,f
47,o,3,f
48,M,0,f
49,M,5,f
50,M,1,f
51,M,0,f
52,m,1,f
53,M,3,f
54,M,2,f
55,m,3,f
56,o,2,f
57,M,2,f
58,M,1,f
59,m,5,f
60,o,1,f
61,M,1,f
62,m,5,f
63,M,2,f
64,M,1,f
65,Mm7,3,f
66,M,2,f
67,o,2,f
68,Mm7,3,f
69,mm7,5,f
70,M,3,f
71,Mm7,3,f
72,M,2,f
73,mm7,0,f
74,M,2,f
75,Mm7,3,f
76,M,2,f
77,mm7,0,f
78,M,2,f
79,Mm7,3,f
80,M,2,f
81,mm7,0,f
82,M,2,f
83,Mm7,3,f
84,M,2,f
85,mm7,0,f
86,Mm7,3,f
87,mm7,0,f
88,M,2,f
89,mm7,0,f
90,M,3,f
91,Mm7,3,f
92,M,2,f
93,m,0,f
94,M,2,f
95,M,3,f
96,M,2,f
97,Mm7,3,f
98,M,2,f
99,M,1,f
100,M,2,f
101,Mm7,3,f
102,M,2,f
103,M,3,f
104,Mm7,3,f
105,M,3,f
106,Mm7,3,f
107,m,0,f
108,M,1,f
109,m,3,f
110,M,2,f
111,M,0,f
112,M,1,f
113,m,2,f
114,M,2,f
115,Mm7,2,f
116,M,0,f
117,%7,5,f
118,M,1,f
119,M,0,f
120,m,2,f
121,Mm7,3,f
122,%7,5,f
123,Mm7,3,f
124,m,2,f
125,mm7,1,f
126,M,1,f
127,Mm7,1,f
128,M,0,f
129,Mm7,1,f
130,M,0,f
131,m,1,f
132,M,2,f
133,o,1,f
134,o7,1,f
135,m,1,f
136,o,3,f
137,m,1,f
138,M,5,f
139,M,2,f
140,o7,1,f
141,m,1,f
142,m,2,f
143,m,1,f
144,Mm7,2,f
145,m,1,f
146,M,2,f
147,Mm7,2,f
148,M,5,f
149,o,3,f
150,mm7,2,f
151,M,5,f
152,o,3,f
153,mm7,2,f
154,Mm7,2,f
155,M,2,f
156,Mm7,2,f
157,M,1,f
158,%7,1,f
159,m,5,f
160,M,2,f
161,%7,2,f
162,M,2,f
163,Mm7,2,f
164,M,1,f
165,%7,1,f
166,M,2,f
167,Mm7,2,f
168,M,1,f
169,mm7,5,f
170,M,1,f
171,Mm7,2,f
172,M,1,f
173,Mm7,1,f
174,M,2,f
175,M,1,f
176,m,2,f
177,M,1,f
178,Mm7,1,f
179,m,2,f
180,Mm7,1,f
181,m,2,f
182,Mm7,1,f
183,m,2,f
184,o,3,f
185,m,0,f
186,M,1,f
187,M,3,f
188,m,1,f
189,M,1,f
190,m,5,f
191,o7,3,f
192,M,2,f
193,M,1,f
194,m,0,f
195,M,1,f
196,m,0,f
197,M,1,f
198,o,2,f
199,m,0,f
200,M,3,f
201,M,1,f
202,%7,5,f
203,m,1,f
204,mm7,0,f
205,M,1,f
206,m,0,f
207,mm7,0,f
208,M,1,f
209,mm7,0,f
210,M,1,f
211,m,0,f
212,mm7,0,f
213,M,1,f
214,MM7,1,f
215,M,1,f
216,m,0,f
217,M,3,f
218,M,1,f
219,m,1,f
220,m,5,f
221,M,1,f
222,Mm7,1,f
223,m,0,f
224,Mm7,1,f
225,M,1,f
226,m,5,f
227,Mm7,1,f
228,M,1,f
229,+,2,f
230,m,0,f
231,M,0,f
232,+7,1,f
233,M,0,f
234,+7,1,f
235,m,5,f
236,o7,3,f
237,o,2,f
238,o7,3,f
239,Mm7,1,f
240,o7,3,f
241,M,1,f
242,Mm7,1,f
243,o7,3,f
244,M,1,f
245,Mm7,1,f
246,M,1,f
247,o,1,f
248,m,3,f
249,o,1,f
250,m,0,f
251,o,3,f
252,M,1,f
253,Mm7,1,f
254,M,0,f
255,M,1,f
256,Mm7,1,f
257,M,0,f
258,Mm7,1,f
259,M,0,f
260,M,1,f
261,M,0,f
262,M,1,f
263,o,3,f
264,M,0,f
265,M,1,f
266,M,0,f
267,Mm7,1,f
268,mm7,2,f
269,Mm7,1,f
270,M,0,f
271,m,1,f
272,Mm7,0,f
273,M,5,f
274,o,2,f
275,Mm7,0,f
276,M,5,f
277,m,2,f
278,Mm7,1,f
279,M,2,f
280,o,0,f
281,o7,0,f
282,Mm7,1,f
283,m,2,f
284,m,1,f
285,Mm7,2,f
286,m,1,f
287,Mm7,2,f
288,m,1,f
289,Mm7,2,f
290,o,1,f
291,m,1,f
292,%7,1,f
293,m,0,f
294,Mm7,2,f
295,m,1,f
296,%7,1,f
297,Mm7,0,f
298,M,5,f
299,M,0,f
300,m,2,f
301,M,3,f
302,M,5,f
303,M,3,f
304,o,2,f
305,M,5,f
306,M,0,f
307,M,5,f
308,m,2,f
309,M,2,f
310,M,1,f
311,Mm7,1,f
312,M,2,f
313,M,1,f
314,Mm7,1,f
315,M,2,f
316,Mm7,1,f
317,M,2,f
318,M,1,f
319,M,0,f
320,Mm7,0,f
321,M,5,f
322,o,2,f
323,M,5,f
324,o,2,f
325,M,5,f
326,o,2,f
327,M,5,f
328,o,2,f
329,M,5,f
330,o,2,f
331,m,2,f
332,M,0,f
333,m,2,f
334,Mm7,1,f
335,M,0,f
336,mm7,1,f
337,M,0,f
338,M,1,f
339,M,0,f
340,Mm7,1,f
341,M,0,f
342,mm7,1,f
343,m,1,f
344,M,0,f
345,Mm7,1,f
346,M,0,f
347,mm7,1,f
348,M,0,f
349,mm7,1,f
350,M,1,f
351,Mm7,1,f
352,M,0,f
353,M,1,f
354,M,0,f
355,M,1,f
356,o,3,f
357,m,2,f
358,M,0,f
359,m,2,f
360,M,0,f
361,Mm7,1,f
362,M,0,f
363,M,1,f
364,Mm7,1,f
365,M,2,f
366,o7,1,f
367,+,5,f
368,M,1,f
369,o7,0,f
370,M,3,f
371,m,3,f
372,M,0,f
373,M,5,f
374,m,1,f
375,M,1,f
376,%7,5,f
377,M,1,f
378,M,0,f
379,mm7,1,f
380,mm7,2,f
381,M,1,f
382,M,0,f
383,M,5,f
384,m,1,f
385,M,1,f
386,%7,5,f
387,M,1,f
388,M,0,f
389,mm7,1,f
390,mm7,2,f
391,M,1,f
392,M,0,f
393,M,1,f
394,Mm7,1,f
395,mm7,1,f
396,M,1,f
397,Mm7,1,f
398,M,0,f
399,M,1,f
400,o,3,f
401,m,1,f
402,M,1,f
403,Mm7,1,f
404,M,5,f
405,M,0,f
406,M,1,f
407,M,0,f
408,M,1,f
409,Mm7,1,f
410,M,0,f
