segment_id,chord_type,rootoffset,globalkey
0,m,0,c
1,o,3,c
2,o7,3,c
3,m,0,c
4,m,5,c
5,o,2,c
6,o7,2,c
7,m,5,c
8,o,2,c
9,m,0,c
10,o,3,c
11,o7,3,c
12,m,0,c
13,m,2,c
14,Mm7,1,c
15,o7,3,c
16,Mm7,1,c
17,m,0,c
18,Mm7,1,c
19,m,0,c
20,Mm7,1,c
21,o7,3,c
22,m,0,c
23,Mm7,1,c
24,m,0,c
25,%7,2,c
26,Mm7,2,c
27,Ger,5,c
28,M,1,c
29,Mm7,1,c
30,m,0,c
31,M,1,c
32,m,0,c
33,M,1,c
34,m,0,c
35,M,1,c
36,m,0,c
37,M,1,c
38,m,0,c
39,M,1,c
40,m,0,c
41,o,3,c
42,m,0,c
43,M,3,c
44,o,1,c
45,M,1,c
46,It,5,c
47,M,1,c
48,m,0,c
49,M,1,c
50,m,0,c
51,M,1,c
52,M,2,c
53,Mm7,2,c
54,M,1,c
55,M,2,c
56,Mm7,2,c
57,M,1,c
58,Mm7,2,c
59,M,1,c
60,Mm7,2,c
61,M,1,c
62,Mm7,2,c
63,M,1,c
64,Mm7,2,c
65,M,1,c
66,Mm7,0,c
67,m,5,c
68,Mm7,0,c
69,m,5,c
70,Mm7,0,c
71,m,5,c
72,Mm7,0,c
73,m,5,c
74,Mm7,0,c
75,m,5,c
76,M,3,c
77,Mm7,3,c
78,M,2,c
79,Mm7,3,c
80,M,2,c
81,Mm7,3,c
82,M,2,c
83,M,3,c
84,Mm7,3,c
85,M,2,c
86,M,3,c
87,Mm7,3,c
88,M,2,c
89,M,1,c
90,Mm7,1,c
91,m,0,c
92,Mm7,3,c
93,M,3,c
94,Mm7,3,c
95,M,3,c
96,Mm7,3,c
97,M,2,c
98,M,3,c
99,Mm7,3,c
100,M,2,c
101,Mm7,3,c
102,M,2,c
103,M,3,c
104,Mm7,3,c
105,M,2,c
106,M,3,c
107,Mm7,3,c
108,M,2,c
109,o,3,c
110,m,0,c
111,Mm7,5,c
112,M,3,c
113,o,1,c
114,o,2,c
115,M,2,c
116,Mm7,3,c
117,M,2,c
118,Mm7,3,c
119,M,2,c
120,M,3,c
121,Mm7,3,c
122,M,2,c
123,Mm7,3,c
124,M,2,c
125,M,3,c
126,Mm7,3,c
127,M,2,c
128,Mm7,3,c
129,M,2,c
130,M,1,c
131,+,1,c
132,m,5,c
133,o,2,c
134,m,5,c
135,Mm7,3,c
136,M,3,c
137,o7,1,c
138,Mm7,3,c
139,M,2,c
140,Mm7,3,c
141,M,2,c
142,mm7,5,c
143,m,5,c
144,Mm7,0,c
145,m,5,c
146,o7,2,c
147,m,5,c
148,Mm7,1,c
149,m,5,c
150,Mm7,1,c
151,m,5,c
152,Mm7,1,c
153,m,5,c
154,M,1,c
155,m,2,c
156,Mm7,5,c
157,o7,1,c
158,M,3,c
159,Mm7,3,c
160,M,2,c
161,Mm7,3,c
162,M,2,c
163,m,5,c
164,m,0,c
165,M,3,c
166,Mm7,3,c
167,M,2,c
168,m,5,c
169,m,0,c
170,M,1,c
171,Mm7,2,c
