segment_id,chord_type,rootoffset,globalkey
0,M,0,G
1,Mm7,1,G
2,M,0,G
3,m,3,G
4,mm7,2,G
5,Mm7,1,G
6,M,0,G
7,m,3,G
8,mm7,2,G
9,Mm7,1,G
10,M,0,G
11,Mm7,1,G
12,M,0,G
13,M,1,G
14,M,0,G
15,Mm7,1,G
16,M,0,G
17,M,1,G
18,M,5,G
19,m,5,G
20,Mm7,1,G
21,M,0,G
22,m,3,G
23,mm7,2,G
24,Mm7,1,G
25,M,0,G
26,M,1,G
27,M,0,G
28,Mm7,1,G
29,M,0,G
30,M,1,G
31,M,4,G
32,m,3,G
33,Mm7,4,G
34,m,3,G
35,M,4,G
36,m,3,G
37,Mm7,2,G
38,M,1,G
39,M,2,G
40,m,1,G
41,Mm7,2,G
42,m,1,G
43,M,2,G
44,m,1,G
45,M,2,G
46,m,1,G
47,M,2,G
48,M,1,G
49,Mm7,2,G
50,M,1,G
51,o7,5,G
52,M,1,G
53,o7,2,G
54,m,4,G
55,Mm7,3,G
56,M,2,G
57,m,3,G
58,Mm7,4,G
59,m,3,G
60,Mm7,2,G
61,M,1,G
62,m,3,G
63,M,2,G
64,Mm7,2,G
65,M,1,G
66,Mm7,2,G
67,M,1,G
68,Mm7,2,G
69,M,1,G
70,M,2,G
71,mm7,4,G
72,M,3,G
73,M,2,G
74,m,3,G
75,Mm7,4,G
76,m,3,G
77,Mm7,4,G
78,m,3,G
79,Mm7,4,G
80,Ger,3,G
81,M,5,G
82,m,4,G
83,M,5,G
84,Mm7,5,G
85,m,4,G
86,M,5,G
87,Mm7,5,G
88,m,4,G
89,o7,1,G
90,m,3,G
91,M,2,G
92,Mm7,2,G
93,M,1,G
94,Mm7,5,G
95,m,4,G
96,M,5,G
97,Mm7,5,G
98,m,4,G
99,M,5,G
100,Mm7,5,G
101,m,4,G
102,o7,1,G
103,m,3,G
104,M,2,G
105,Mm7,2,G
106,M,1,G
107,Mm7,2,G
108,M,1,G
109,Mm7,2,G
110,M,1,G
111,Mm7,2,G
112,M,1,G
113,Mm7,2,G
114,M,1,G
115,Mm7,2,G
116,M,1,G
117,Mm7,2,G
118,M,1,G
119,Mm7,2,G
120,M,1,G
121,M,4,G
122,m,3,G
123,M,2,G
124,Mm7,2,G
125,M,1,G
126,Mm7,1,G
127,M,0,G
128,M,1,G
129,M,0,G
130,Mm7,2,G
131,M,1,G
132,Mm7,2,G
133,M,1,G
134,M,5,G
135,m,4,G
136,%7,0,G
137,M,2,G
138,M,5,G
139,m,4,G
140,%7,0,G
141,M,2,G
142,Mm7,2,G
143,o7,0,G
144,M,2,G
145,M,1,G
146,Mm7,2,G
147,o7,0,G
148,M,2,G
149,M,1,G
150,mm7,3,G
151,Mm7,2,G
152,M,1,G
153,m,4,G
154,mm7,3,G
155,Mm7,2,G
156,M,1,G
157,M,4,G
158,mm7,3,G
159,Mm7,2,G
160,m,1,G
161,M,4,G
162,mm7,3,G
163,Mm7,2,G
164,m,1,G
