segment_id,chord_type,rootoffset,globalkey
0,M,0,C
1,M,1,C
2,Mm7,1,C
3,M,0,C
4,Mm7,1,C
5,M,0,C
6,M,5,C
7,M,1,C
8,M,0,C
9,M,5,C
10,M,1,C
11,M,0,C
12,m,3,C
13,Mm7,2,C
14,M,1,C
15,Mm7,2,C
16,M,1,C
17,M,0,C
18,M,1,C
19,m,4,C
20,Mm7,2,C
21,M,1,C
22,M,0,C
23,m,3,C
24,M,2,C
25,m,5,C
26,M,1,C
27,Mm7,1,C
28,M,1,C
29,Mm7,3,C
30,m,2,C
31,Mm7,1,C
32,M,0,C
33,Mm7,3,C
34,m,2,C
35,Mm7,1,C
36,M,0,C
37,Mm7,0,C
38,M,5,C
39,Mm7,1,C
40,M,0,C
41,Mm7,0,C
42,M,5,C
43,Mm7,1,C
44,M,0,C
45,m,3,C
46,mm7,2,C
47,M,1,C
48,M,0,C
49,mm7,3,C
50,M,0,C
51,M,1,C
52,m,3,C
53,Mm7,3,C
54,m,2,C
55,Mm7,1,C
56,M,0,C
57,m,3,C
58,Mm7,3,C
59,m,2,C
60,M,1,C
61,m,2,C
62,M,1,C
63,Mm7,1,C
64,M,0,C
65,Mm7,0,C
66,M,5,C
67,M,1,C
68,M,0,C
69,Mm7,2,C
70,M,5,C
71,M,1,C
72,m,3,C
73,m,0,C
74,M,0,C
75,o,5,C
76,M,0,C
77,M,5,C
78,M,1,C
79,Mm7,4,C
80,m,3,C
81,M,1,C
82,M,0,C
83,o,5,C
84,M,0,C
85,m,2,C
86,M,1,C
87,Mm7,1,C
88,M,0,C
89,o7,5,C
90,M,0,C
91,o7,0,C
92,Mm7,3,C
93,m,2,C
94,M,1,C
95,M,0,C
96,m,3,C
97,Ger,3,C
98,m,4,C
99,m,3,C
100,%7,3,C
101,Mm7,3,C
102,M,2,C
103,Mm7,2,C
104,M,2,C
105,Mm7,2,C
106,M,2,C
107,M,1,C
108,M,2,C
109,M,1,C
110,M,2,C
111,Mm7,2,C
112,M,2,C
113,Mm7,2,C
114,M,2,C
115,M,1,C
116,M,2,C
117,M,1,C
118,M,0,C
119,Mm7,2,C
120,M,1,C
121,M,0,C
122,m,3,C
123,M,2,C
124,M,1,C
125,M,0,C
126,Mm7,2,C
127,M,1,C
128,M,0,C
129,M,1,C
130,Mm7,2,C
131,M,1,C
132,M,0,C
133,M,1,C
134,Mm7,1,C
135,M,0,C
136,Mm7,1,C
137,M,0,C
138,Mm7,1,C
139,M,0,C
140,Mm7,1,C
141,M,0,C
142,Mm7,1,C
143,o7,5,C
144,Mm7,1,C
145,M,0,C
146,Mm7,1,C
147,M,0,C
148,Mm7,1,C
149,M,0,C
150,Mm7,1,C
151,M,0,C
152,Mm7,5,C
153,M,5,C
154,M,4,C
155,M,5,C
156,Mm7,0,C
157,Mm7,5,C
158,M,4,C
159,o,4,C
160,Mm7,5,C
161,M,4,C
162,M,3,C
163,Mm7,5,C
164,M,4,C
165,M,2,C
166,m,5,C
167,o,4,C
168,Mm7,0,C
169,m,5,C
170,Mm7,0,C
171,m,5,C
172,Mm7,0,C
173,m,5,C
174,mm7,5,C
175,Mm7,0,C
176,m,5,C
177,M,2,C
178,M,1,C
179,Mm7,3,C
180,M,2,C
181,m,5,C
182,M,2,C
183,Mm7,3,C
184,M,2,C
185,m,0,C
186,o7,5,C
187,o,5,C
188,m,0,C
189,o7,5,C
190,m,0,C
191,o7,5,C
192,m,0,C
