segment_id,chord_type,rootoffset,globalkey
0,m,3,Bb
1,Mm7,3,Bb
2,m,2,Bb
3,Mm7,3,Bb
4,m,2,Bb
5,Mm7,1,Bb
6,M,0,Bb
7,m,3,Bb
8,M,5,Bb
9,M,1,Bb
10,M,0,Bb
11,Mm7,0,Bb
12,Mm7,3,Bb
13,m,2,Bb
14,Mm7,3,Bb
15,m,2,Bb
16,M,1,Bb
17,Mm7,1,Bb
18,M,0,Bb
19,m,3,Bb
20,mm7,2,Bb
21,M,1,Bb
22,M,0,Bb
23,M,1,Bb
24,Mm7,1,Bb
25,M,0,Bb
26,o,5,Bb
27,M,1,Bb
28,M,2,Bb
29,M,1,Bb
30,Mm7,1,Bb
31,M,0,Bb
32,m,2,Bb
33,Mm7,1,Bb
34,Mm7,0,Bb
35,M,5,Bb
36,Mm7,0,Bb
37,Mm7,2,Bb
38,M,5,Bb
39,Mm7,1,Bb
40,M,0,Bb
41,M,1,Bb
42,M,0,Bb
43,o,5,Bb
44,M,1,Bb
45,+,5,Bb
46,M,0,Bb
47,Mm7,2,Bb
48,M,1,Bb
49,Mm7,2,Bb
50,M,1,Bb
51,m,2,Bb
52,M,1,Bb
53,M,0,Bb
54,Mm7,1,Bb
55,M,0,Bb
56,M,1,Bb
57,M,0,Bb
58,Mm7,1,Bb
59,M,0,Bb
60,M,1,Bb
61,m,3,Bb
62,Mm7,2,Bb
63,M,1,Bb
64,Mm7,2,Bb
65,m,4,Bb
66,Mm7,1,Bb
67,M,0,Bb
68,m,3,Bb
69,Mm7,2,Bb
70,M,1,Bb
71,m,3,Bb
72,M,0,Bb
73,M,5,Bb
74,M,0,Bb
75,Mm7,1,Bb
76,M,0,Bb
77,o7,5,Bb
78,M,1,Bb
79,Mm7,1,Bb
80,M,0,Bb
81,Mm7,1,Bb
82,m,3,Bb
83,Mm7,0,Bb
84,M,5,Bb
85,o,5,Bb
86,M,0,Bb
87,Mm7,1,Bb
88,m,0,Bb
89,M,0,Bb
90,o,5,Bb
91,Mm7,1,Bb
92,M,0,Bb
93,M,5,Bb
94,Mm7,2,Bb
95,M,1,Bb
96,o7,5,Bb
97,m,0,Bb
98,o7,5,Bb
99,M,0,Bb
100,Mm7,1,Bb
101,o7,5,Bb
102,M,0,Bb
103,m,3,Bb
104,M,5,Bb
105,m,2,Bb
106,M,1,Bb
107,M,2,Bb
108,Mm7,1,Bb
109,M,0,Bb
110,Mm7,1,Bb
111,M,0,Bb
112,Mm7,1,Bb
113,M,0,Bb
114,Mm7,1,Bb
115,M,0,Bb
116,Mm7,1,Bb
117,M,0,Bb
118,o,5,Bb
119,m,3,Bb
120,o,1,Bb
121,m,3,Bb
122,Mm7,2,Bb
123,M,5,Bb
124,Mm7,5,Bb
125,M,5,Bb
126,Mm7,5,Bb
127,M,4,Bb
128,Mm7,5,Bb
129,M,5,Bb
130,o7,0,Bb
131,M,5,Bb
132,M,4,Bb
133,M,5,Bb
134,M,4,Bb
135,M,5,Bb
136,Mm7,5,Bb
137,M,5,Bb
138,Mm7,5,Bb
139,M,4,Bb
140,Mm7,5,Bb
141,M,5,Bb
142,o7,0,Bb
143,M,5,Bb
144,M,4,Bb
145,M,5,Bb
146,M,4,Bb
147,M,5,Bb
148,Mm7,5,Bb
149,M,5,Bb
150,o,4,Bb
