segment_id,chord_type,rootoffset,globalkey
0,M,0,Bb
1,M,1,Bb
2,Mm7,0,Bb
3,M,5,Bb
4,m,2,Bb
5,M,0,Bb
6,M,1,Bb
7,M,0,Bb
8,Mm7,1,Bb
9,o7,0,Bb
10,m,2,Bb
11,Mm7,1,Bb
12,M,0,Bb
13,M,1,Bb
14,mm7,3,Bb
15,Mm7,2,Bb
16,M,1,Bb
17,Mm7,3,Bb
18,m,2,Bb
19,M,3,Bb
20,m,2,Bb
21,Mm7,2,Bb
22,M,1,Bb
23,M,4,Bb
24,M,5,Bb
25,o,0,Bb
26,m,2,Bb
27,o,0,Bb
28,m,2,Bb
29,o,5,Bb
30,M,1,Bb
31,Mm7,1,Bb
32,M,0,Bb
33,Mm7,0,Bb
34,o7,0,Bb
35,m,2,Bb
36,Mm7,2,Bb
37,m,1,Bb
38,Mm7,2,Bb
39,m,1,Bb
40,o7,5,Bb
41,M,0,Bb
42,o7,5,Bb
43,M,0,Bb
44,Mm7,1,Bb
45,Mm7,0,Bb
46,M,5,Bb
47,o7,5,Bb
48,M,1,Bb
49,M,0,Bb
50,Mm7,1,Bb
51,M,0,Bb
52,o,5,Bb
53,M,0,Bb
54,M,1,Bb
55,Mm7,1,Bb
56,o,5,Bb
57,m,5,Bb
58,M,5,Bb
59,o,2,Bb
60,M,0,Bb
61,Mm7,1,Bb
62,M,0,Bb
63,Mm7,1,Bb
64,Mm7,0,Bb
65,M,5,Bb
66,o,5,Bb
67,M,0,Bb
68,m,3,Bb
69,M,5,Bb
70,mm7,2,Bb
71,Mm7,1,Bb
72,M,0,Bb
73,o,5,Bb
74,M,0,Bb
75,Mm7,1,Bb
76,m,3,Bb
77,o,5,Bb
78,M,0,Bb
79,o,5,Bb
80,Mm7,1,Bb
81,M,0,Bb
82,o,5,Bb
83,M,0,Bb
84,o,5,Bb
85,M,0,Bb
86,Mm7,0,Bb
87,M,5,Bb
88,mm7,3,Bb
89,Mm7,0,Bb
90,M,0,Bb
91,Mm7,0,Bb
92,M,1,Bb
93,o7,0,Bb
94,m,2,Bb
95,M,0,Bb
96,Mm7,1,Bb
97,M,0,Bb
98,M,1,Bb
99,Mm7,1,Bb
100,M,0,Bb
101,+,1,Bb
102,M,0,Bb
103,o,5,Bb
104,M,0,Bb
105,M,5,Bb
106,M,0,Bb
107,M,5,Bb
108,o,0,Bb
109,m,2,Bb
110,o,5,Bb
111,M,1,Bb
112,o,5,Bb
113,M,1,Bb
114,Mm7,1,Bb
115,M,0,Bb
116,+,1,Bb
117,M,0,Bb
118,o,5,Bb
119,M,0,Bb
120,Mm7,0,Bb
121,M,5,Bb
122,M,0,Bb
123,M,5,Bb
124,o,0,Bb
125,m,2,Bb
126,o,5,Bb
127,M,1,Bb
128,o,5,Bb
129,Mm7,1,Bb
130,M,0,Bb
131,M,1,Bb
132,M,0,Bb
133,M,1,Bb
134,M,0,Bb
135,m,3,Bb
136,o,5,Bb
137,Mm7,2,Bb
138,M,1,Bb
139,Mm7,1,Bb
140,M,0,Bb
141,M,2,Bb
142,M,1,Bb
143,Mm7,1,Bb
144,M,0,Bb
145,M,1,Bb
146,Mm7,2,Bb
147,M,1,Bb
148,m,0,Bb
149,M,4,Bb
150,m,0,Bb
151,M,3,Bb
152,o7,2,Bb
153,M,4,Bb
154,M,3,Bb
155,M,4,Bb
156,m,0,Bb
157,M,3,Bb
158,o7,2,Bb
159,M,3,Bb
160,Mm7,5,Bb
161,o7,1,Bb
162,M,3,Bb
163,mm7,5,Bb
164,Mm7,5,Bb
165,Mm7,4,Bb
166,M,3,Bb
167,Mm7,4,Bb
168,mm7,5,Bb
169,M,4,Bb
170,M,3,Bb
171,M,4,Bb
172,Mm7,0,Bb
173,m,5,Bb
174,Mm7,5,Bb
175,Mm7,4,Bb
176,m,5,Bb
177,Mm7,5,Bb
178,Mm7,4,Bb
179,M,3,Bb
180,M,4,Bb
181,m,0,Bb
182,M,3,Bb
183,Mm7,4,Bb
184,M,4,Bb
185,M,3,Bb
186,M,4,Bb
187,m,5,Bb
188,M,4,Bb
189,o,2,Bb
190,Mm7,4,Bb
191,M,3,Bb
192,m,5,Bb
193,M,4,Bb
194,M,3,Bb
195,m,5,Bb
196,M,4,Bb
197,Mm7,4,Bb
198,M,3,Bb
199,M,4,Bb
200,m,5,Bb
201,o7,1,Bb
202,M,3,Bb
203,Mm7,0,Bb
204,m,5,Bb
205,M,5,Bb
206,M,4,Bb
207,m,5,Bb
208,M,4,Bb
209,M,3,Bb
210,M,4,Bb
211,M,3,Bb
212,m,5,Bb
213,Mm7,4,Bb
214,M,0,Bb
215,m,5,Bb
216,M,5,Bb
217,M,4,Bb
218,M,3,Bb
219,o,2,Bb
220,M,1,Bb
221,M,0,Bb
222,m,5,Bb
223,M,2,Bb
224,o,1,Bb
225,M,3,Bb
226,o,1,Bb
227,Mm7,5,Bb
228,M,4,Bb
229,MM7,4,Bb
230,Mm7,4,Bb
231,mm7,5,Bb
232,mm7,0,Bb
233,MM7,3,Bb
234,M,4,Bb
235,mm7,5,Bb
236,M,4,Bb
237,M,5,Bb
238,Mm7,4,Bb
239,M,4,Bb
240,M,3,Bb
241,M,4,Bb
242,M,3,Bb
243,M,2,Bb
244,M,3,Bb
245,o,1,Bb
246,M,3,Bb
247,Mm7,4,Bb
248,M,3,Bb
249,Mm7,3,Bb
250,M,2,Bb
251,m,0,Bb
252,Mm7,3,Bb
253,M,2,Bb
254,M,4,Bb
255,M,3,Bb
256,M,4,Bb
257,Mm7,3,Bb
258,M,2,Bb
259,M,3,Bb
260,M,4,Bb
261,M,3,Bb
262,M,4,Bb
263,M,5,Bb
264,Mm7,4,Bb
265,M,4,Bb
266,o,2,Bb
267,Mm7,5,Bb
268,M,4,Bb
269,o,2,Bb
270,Mm7,5,Bb
271,M,4,Bb
272,o,2,Bb
273,Mm7,5,Bb
274,M,4,Bb
275,o,2,Bb
276,Mm7,5,Bb
277,M,4,Bb
278,Mm7,5,Bb
279,M,4,Bb
280,Mm7,5,Bb
281,M,4,Bb
282,Mm7,5,Bb
283,M,4,Bb
284,M,3,Bb
285,Mm7,4,Bb
286,M,3,Bb
287,Mm7,4,Bb
288,M,3,Bb
289,Mm7,4,Bb
290,M,3,Bb
291,Mm7,4,Bb
292,M,4,Bb
293,Mm7,4,Bb
294,M,4,Bb
295,m,5,Bb
296,Mm7,4,Bb
297,m,5,Bb
298,Mm7,4,Bb
299,M,3,Bb
300,Mm7,4,Bb
301,M,3,Bb
302,Mm7,4,Bb
303,M,4,Bb
304,Mm7,4,Bb
305,M,3,Bb
306,Mm7,4,Bb
307,M,3,Bb
308,Mm7,4,Bb
309,M,3,Bb
310,Mm7,4,Bb
311,M,3,Bb
312,Mm7,4,Bb
313,M,3,Bb
314,o,1,Bb
315,Mm7,4,Bb
316,M,3,Bb
317,mm7,5,Bb
318,Mm7,4,Bb
319,M,3,Bb
320,mm7,5,Bb
321,Mm7,4,Bb
322,o,0,Bb
323,Mm7,3,Bb
324,m,2,Bb
325,M,3,Bb
326,m,2,Bb
327,Mm7,3,Bb
328,M,3,Bb
329,m,2,Bb
330,Mm7,3,Bb
331,m,2,Bb
332,M,2,Bb
333,m,2,Bb
334,Mm7,1,Bb
335,M,0,Bb
336,m,3,Bb
337,M,5,Bb
338,mm7,2,Bb
339,Mm7,1,Bb
340,M,0,Bb
341,Mm7,1,Bb
342,M,0,Bb
343,M,1,Bb
344,m,1,Bb
345,m,2,Bb
346,M,3,Bb
347,m,3,Bb
348,o7,3,Bb
349,M,5,Bb
350,o7,5,Bb
351,M,0,Bb
352,M,5,Bb
353,+,5,Bb
354,M,5,Bb
355,o7,5,Bb
356,Mm7,0,Bb
357,M,5,Bb
358,mm7,1,Bb
359,+,5,Bb
360,M,5,Bb
361,mm7,1,Bb
362,o,4,Bb
363,o,5,Bb
364,o,4,Bb
365,M,5,Bb
366,M,0,Bb
367,M,5,Bb
368,M,0,Bb
369,M,5,Bb
370,o,4,Bb
371,M,5,Bb
372,o7,1,Bb
373,M,5,Bb
374,o,4,Bb
375,M,5,Bb
376,Mm7,0,Bb
377,m,5,Bb
378,M,0,Bb
379,Mm7,0,Bb
380,m,5,Bb
381,M,0,Bb
382,Mm7,0,Bb
383,m,5,Bb
384,o,4,Bb
385,m,5,Bb
386,Mm7,5,Bb
387,M,5,Bb
388,Mm7,5,Bb
389,M,5,Bb
390,Mm7,5,Bb
391,M,4,Bb
392,M,5,Bb
393,o,3,Bb
394,M,5,Bb
395,M,3,Bb
396,mm7,1,Bb
397,Mm7,5,Bb
398,M,4,Bb
399,Mm7,5,Bb
400,M,4,Bb
401,mm7,1,Bb
402,M,5,Bb
403,Mm7,5,Bb
404,M,4,Bb
405,o,3,Bb
406,M,5,Bb
407,Mm7,5,Bb
408,M,4,Bb
409,M,5,Bb
410,o,3,Bb
411,Mm7,5,Bb
412,M,4,Bb
413,Ger,4,Bb
414,M,5,Bb
415,o,4,Bb
416,%7,0,Bb
417,o7,3,Bb
418,M,5,Bb
419,+,5,Bb
420,M,4,Bb
421,m,5,Bb
422,Mm7,5,Bb
423,M,5,Bb
424,Mm7,5,Bb
425,M,5,Bb
426,+,5,Bb
427,m,1,Bb
428,M,0,Bb
429,o7,3,Bb
430,M,5,Bb
431,mm7,0,Bb
432,Mm7,0,Bb
433,M,5,Bb
434,o7,5,Bb
435,m,1,Bb
436,o7,4,Bb
437,M,5,Bb
438,Mm7,5,Bb
439,M,5,Bb
440,M,0,Bb
441,Mm7,5,Bb
442,M,5,Bb
443,mm7,0,Bb
444,Mm7,0,Bb
445,M,5,Bb
446,Mm7,5,Bb
447,M,5,Bb
448,Mm7,5,Bb
449,M,5,Bb
450,Mm7,2,Bb
451,m,1,Bb
452,Mm7,0,Bb
453,M,5,Bb
454,Mm7,5,Bb
455,m,1,Bb
456,mm7,0,Bb
457,M,5,Bb
458,m,1,Bb
459,Mm7,0,Bb
460,M,5,Bb
461,o,3,Bb
462,Mm7,5,Bb
463,M,5,Bb
464,m,1,Bb
465,mm7,0,Bb
466,M,0,Bb
467,M,5,Bb
468,Mm7,0,Bb
469,m,2,Bb
470,Mm7,0,Bb
471,m,0,Bb
472,M,5,Bb
473,m,0,Bb
474,M,5,Bb
475,Mm7,5,Bb
476,M,5,Bb
477,Mm7,5,Bb
478,M,5,Bb
479,Mm7,5,Bb
480,m,1,Bb
481,M,5,Bb
482,Mm7,5,Bb
483,mm7,3,Bb
484,Mm7,2,Bb
485,M,1,Bb
486,mm7,3,Bb
487,Mm7,1,Bb
488,M,0,Bb
489,Mm7,1,Bb
490,m,4,Bb
491,m,3,Bb
492,m,2,Bb
493,o7,5,Bb
494,M,4,Bb
495,m,3,Bb
496,M,2,Bb
497,Mm7,1,Bb
498,M,1,Bb
499,M,0,Bb
500,M,5,Bb
501,o,5,Bb
