segment_id,chord_type,rootoffset,globalkey
0,M,0,A
1,Mm7,1,A
2,M,0,A
3,M,5,A
4,Mm7,3,A
5,M,2,A
6,Mm7,1,A
7,M,0,A
8,Mm7,2,A
9,Mm7,1,A
10,M,0,A
11,Mm7,1,A
12,M,0,A
13,Mm7,0,A
14,M,5,A
15,Mm7,3,A
16,M,2,A
17,Mm7,1,A
18,M,0,A
19,Mm7,2,A
20,Mm7,1,A
21,M,1,A
22,Mm7,1,A
23,M,0,A
24,Mm7,1,A
25,M,0,A
26,Mm7,0,A
27,M,5,A
28,Mm7,0,A
29,M,5,A
30,M,1,A
31,m,3,A
32,M,0,A
33,M,5,A
34,M,1,A
35,m,2,A
36,M,1,A
37,Mm7,1,A
38,M,0,A
39,Mm7,1,A
40,M,0,A
41,Mm7,1,A
42,M,0,A
43,Mm7,0,A
44,M,5,A
45,Mm7,0,A
46,M,5,A
47,Mm7,1,A
48,m,3,A
49,M,0,A
50,M,5,A
51,M,1,A
52,m,2,A
53,M,1,A
54,Mm7,1,A
55,M,0,A
56,Mm7,1,A
57,o,2,A
58,Mm7,1,A
59,mm7,3,A
60,M,0,A
61,Mm7,0,A
62,M,5,A
63,Mm7,3,A
64,M,2,A
65,Mm7,1,A
66,m,3,A
67,Mm7,2,A
68,M,1,A
69,Mm7,1,A
70,M,0,A
71,Mm7,1,A
72,M,1,A
73,Mm7,1,A
74,M,0,A
75,M,5,A
76,Mm7,3,A
77,M,2,A
78,Mm7,1,A
79,M,0,A
80,Mm7,2,A
81,M,1,A
82,M,0,A
83,Mm7,2,A
84,Mm7,1,A
85,Mm7,2,A
86,M,0,A
87,Mm7,0,A
88,M,5,A
89,Mm7,0,A
90,M,5,A
91,Mm7,1,A
92,M,5,A
93,Mm7,1,A
94,M,0,A
95,Mm7,4,A
96,m,3,A
97,Mm7,1,A
98,M,0,A
99,M,1,A
100,M,0,A
101,Mm7,1,A
102,M,0,A
103,Mm7,0,A
104,M,5,A
105,Mm7,0,A
106,M,5,A
107,Mm7,1,A
108,M,0,A
109,Mm7,1,A
110,M,0,A
111,Mm7,4,A
112,m,3,A
113,Mm7,1,A
114,M,0,A
115,M,1,A
116,Mm7,2,A
117,M,1,A
118,M,0,A
119,Mm7,1,A
120,M,1,A
121,Mm7,1,A
122,M,0,A
123,Mm7,0,A
124,M,5,A
125,Mm7,3,A
126,Mm7,2,A
127,Mm7,1,A
128,M,0,A
129,Mm7,2,A
130,M,1,A
131,Mm7,2,A
132,M,1,A
133,Mm7,1,A
134,M,0,A
135,Mm7,1,A
136,M,0,A
137,Mm7,0,A
138,M,5,A
139,M,3,A
140,Mm7,3,A
141,M,2,A
142,Mm7,1,A
143,M,0,A
144,mm7,3,A
145,M,1,A
146,Mm7,1,A
147,Mm7,0,A
148,M,5,A
149,M,1,A
150,M,0,A
151,Mm7,1,A
152,Mm7,0,A
153,M,5,A
154,m,0,A
155,M,1,A
156,M,0,A
157,m,2,A
158,Mm7,1,A
159,M,0,A
160,Mm7,5,A
161,M,5,A
162,m,0,A
163,Mm7,1,A
164,M,0,A
165,M,2,A
166,M,1,A
167,Mm7,1,A
168,m,3,A
169,m,2,A
170,M,1,A
171,Mm7,1,A
172,M,0,A
173,Mm7,0,A
174,M,5,A
175,Mm7,0,A
176,M,5,A
177,M,3,A
178,m,3,A
179,M,2,A
180,Mm7,1,A
181,M,0,A
182,Mm7,1,A
183,M,0,A
184,Mm7,2,A
185,M,1,A
186,M,2,A
187,M,1,A
188,m,3,A
189,M,1,A
190,M,5,A
191,M,0,A
192,M,2,A
193,M,0,A
194,m,2,A
195,M,0,A
196,m,5,A
197,M,5,A
198,M,1,A
199,M,0,A
200,Mm7,1,A
201,M,0,A
202,Mm7,1,A
203,M,0,A
204,Mm7,1,A
205,M,1,A
206,m,3,A
207,M,5,A
208,Mm7,0,A
209,M,5,A
210,M,1,A
211,M,5,A
212,mm7,4,A
213,m,0,A
214,m,2,A
215,M,0,A
216,o,5,A
217,M,4,A
218,M,5,A
219,m,2,A
220,mm7,3,A
221,mm7,5,A
222,M,5,A
223,Mm7,1,A
224,M,0,A
225,M,5,A
226,%7,5,A
227,M,0,A
228,Mm7,1,A
229,%7,4,A
230,M,1,A
231,Mm7,1,A
232,M,0,A
233,M,5,A
234,M,1,A
235,M,5,A
236,Mm7,1,A
237,M,0,A
238,o,5,A
239,M,0,A
240,Mm7,1,A
241,M,0,A
242,Mm7,0,A
243,Mm7,3,A
244,M,2,A
245,Mm7,1,A
246,M,0,A
247,o7,5,A
248,M,1,A
249,M,0,A
250,Mm7,1,A
251,M,1,A
252,Mm7,1,A
253,M,0,A
254,Mm7,0,A
255,M,3,A
256,Mm7,3,A
257,Mm7,2,A
258,Mm7,1,A
259,M,0,A
260,Mm7,4,A
261,m,3,A
262,M,1,A
263,Mm7,1,A
264,M,0,A
265,Mm7,1,A
266,M,1,A
267,Mm7,1,A
268,Mm7,3,A
269,M,3,A
270,Mm7,3,A
271,m,2,A
272,o7,0,A
273,Mm7,0,A
274,M,5,A
275,Mm7,3,A
276,m,2,A
277,M,0,A
278,o7,5,A
279,o7,1,A
280,m,3,A
281,o7,5,A
282,M,1,A
283,M,0,A
284,Mm7,2,A
285,Mm7,1,A
286,%7,5,A
287,M,0,A
288,Mm7,1,A
289,M,0,A
290,M,1,A
291,m,1,A
292,Mm7,3,A
293,Mm7,0,A
294,M,5,A
295,Mm7,3,A
296,m,2,A
297,Mm7,1,A
298,M,0,A
299,Mm7,1,A
300,Mm7,4,A
301,m,3,A
302,Mm7,2,A
303,M,1,A
304,M,0,A
305,Mm7,1,A
306,M,0,A
307,M,5,A
308,M,3,A
309,m,2,A
310,M,5,A
311,Mm7,1,A
312,M,0,A
313,Mm7,2,A
314,M,1,A
315,Mm7,1,A
316,M,0,A
317,M,1,A
318,Mm7,1,A
319,M,0,A
320,M,3,A
321,m,2,A
322,Mm7,1,A
323,M,0,A
324,Mm7,2,A
325,M,1,A
326,Mm7,1,A
327,M,0,A
328,Mm7,0,A
329,M,5,A
330,Mm7,1,A
331,M,0,A
332,Mm7,1,A
333,M,0,A
334,M,1,A
335,M,0,A
336,Mm7,1,A
337,M,0,A
338,Mm7,1,A
339,M,0,A
340,Mm7,1,A
341,M,0,A
342,Mm7,1,A
343,o7,3,A
344,Mm7,1,A
345,o7,3,A
346,Mm7,1,A
347,o7,0,A
348,Mm7,1,A
349,o7,0,A
350,Mm7,1,A
351,M,0,A
352,o7,0,A
353,M,0,A
354,o7,2,A
355,M,0,A
356,Mm7,0,A
357,o7,5,A
358,Mm7,1,A
359,M,0,A
360,m,2,A
361,%7,5,A
362,M,1,A
363,Mm7,1,A
364,M,5,A
365,Mm7,1,A
366,M,0,A
367,Mm7,1,A
368,M,0,A
369,Mm7,1,A
370,M,0,A
371,Mm7,1,A
372,o7,3,A
373,Mm7,1,A
374,o7,3,A
375,Mm7,1,A
376,M,1,A
377,Mm7,1,A
378,M,1,A
379,M,0,A
380,o7,2,A
381,M,0,A
382,o7,2,A
383,M,0,A
384,Mm7,0,A
385,o,5,A
386,Mm7,1,A
387,M,0,A
388,m,2,A
389,%7,5,A
390,M,1,A
391,M,0,A
392,M,1,A
393,M,0,A
394,Mm7,2,A
395,M,1,A
396,Mm7,2,A
397,Mm7,1,A
398,+,5,A
399,Mm7,1,A
400,M,0,A
401,Mm7,1,A
402,M,0,A
403,Mm7,0,A
404,o7,0,A
405,m,2,A
406,Mm7,3,A
407,m,2,A
408,M,4,A
409,Mm7,4,A
410,M,5,A
411,Mm7,2,A
412,M,5,A
413,mm7,2,A
414,M,1,A
415,m,0,A
416,o7,5,A
417,Mm7,1,A
418,M,0,A
419,Mm7,2,A
420,M,1,A
421,Mm7,2,A
422,Mm7,1,A
423,M,3,A
424,+,3,A
425,Mm7,1,A
426,M,0,A
427,Mm7,1,A
428,M,0,A
429,m,0,A
430,Mm7,3,A
431,m,2,A
432,Mm7,3,A
433,m,2,A
434,M,4,A
435,o7,1,A
436,m,3,A
437,mm7,3,A
438,m,3,A
439,Mm7,2,A
440,m,3,A
441,M,5,A
442,mm7,2,A
443,M,0,A
444,o7,5,A
445,Mm7,1,A
446,M,0,A
447,Mm7,0,A
448,M,5,A
449,m,1,A
450,M,5,A
451,Mm7,1,A
452,M,0,A
453,Mm7,0,A
454,M,5,A
455,M,1,A
456,Mm7,1,A
457,M,0,A
458,Mm7,2,A
459,Mm7,1,A
460,Mm7,0,A
461,M,3,A
462,Mm7,2,A
463,Mm7,1,A
464,M,0,A
465,m,2,A
466,M,1,A
467,m,0,A
468,M,3,A
469,M,4,A
470,Mm7,5,A
471,M,4,A
472,Mm7,1,A
473,m,0,A
474,M,1,A
475,M,0,A
476,Mm7,1,A
477,M,0,A
478,Mm7,0,A
479,M,5,A
480,Mm7,3,A
481,m,2,A
482,Mm7,1,A
483,M,0,A
484,m,2,A
485,M,1,A
486,M,0,A
487,m,0,A
488,M,3,A
489,Mm7,4,A
490,M,3,A
491,Mm7,0,A
492,m,5,A
493,Mm7,0,A
494,m,5,A
495,o,5,A
496,Mm7,1,A
497,M,0,A
498,M,5,A
499,+,3,A
500,m,2,A
501,M,1,A
502,Mm7,1,A
503,M,0,A
504,M,5,A
505,+,3,A
506,m,2,A
507,M,1,A
508,Mm7,1,A
509,m,2,A
510,M,1,A
511,Mm7,1,A
512,M,1,A
513,Mm7,1,A
514,M,0,A
515,M,1,A
516,Mm7,0,A
517,m,5,A
518,M,0,A
