segment_id,chord_type,rootoffset,globalkey
0,M,0,Eb
1,M,1,Eb
2,M,0,Eb
3,M,1,Eb
4,M,2,Eb
5,M,1,Eb
6,o,0,Eb
7,m,2,Eb
8,M,3,Eb
9,m,2,Eb
10,o,5,Eb
11,M,1,Eb
12,Mm7,1,Eb
13,M,0,Eb
14,m,3,Eb
15,o,5,Eb
16,M,1,Eb
17,Mm7,1,Eb
18,M,0,Eb
19,M,1,Eb
20,o,5,Eb
21,m,5,Eb
22,Mm7,1,Eb
23,M,0,Eb
24,m,2,Eb
25,M,0,Eb
26,M,5,Eb
27,o,5,Eb
28,Mm7,1,Eb
29,M,0,Eb
30,M,1,Eb
31,M,0,Eb
32,Mm7,1,Eb
33,o,5,Eb
34,m,1,Eb
35,o7,0,Eb
36,Mm7,1,Eb
37,M,0,Eb
38,Mm7,1,Eb
39,M,0,Eb
40,Mm7,1,Eb
41,M,0,Eb
42,Mm7,1,Eb
43,M,0,Eb
44,Mm7,4,Eb
45,m,2,Eb
46,M,4,Eb
47,m,3,Eb
48,M,2,Eb
49,M,1,Eb
50,Mm7,4,Eb
51,M,4,Eb
52,m,3,Eb
53,Mm7,2,Eb
54,M,1,Eb
55,Mm7,2,Eb
56,M,1,Eb
57,%7,5,Eb
58,mm7,4,Eb
59,M,2,Eb
60,M,0,Eb
61,m,5,Eb
62,m,3,Eb
63,M,1,Eb
64,o,5,Eb
65,M,1,Eb
66,M,2,Eb
67,M,0,Eb
68,Mm7,2,Eb
69,M,1,Eb
70,m,0,Eb
71,M,4,Eb
72,Mm7,4,Eb
73,m,3,Eb
74,M,4,Eb
75,m,3,Eb
76,Mm7,4,Eb
77,m,3,Eb
78,Mm7,4,Eb
79,m,3,Eb
80,Mm7,4,Eb
81,m,3,Eb
82,M,3,Eb
83,Mm7,3,Eb
84,m,2,Eb
85,M,3,Eb
86,m,2,Eb
87,M,3,Eb
88,m,2,Eb
89,Mm7,3,Eb
90,m,2,Eb
91,o7,3,Eb
92,M,5,Eb
93,Mm7,5,Eb
94,M,5,Eb
95,Mm7,5,Eb
96,M,5,Eb
97,Mm7,5,Eb
98,M,4,Eb
99,M,5,Eb
100,Mm7,5,Eb
101,o,5,Eb
102,Mm7,1,Eb
103,m,0,Eb
104,m,2,Eb
105,Mm7,1,Eb
106,m,0,Eb
107,o7,5,Eb
108,m,0,Eb
109,o,2,Eb
110,m,0,Eb
111,o,2,Eb
112,mm7,0,Eb
113,Mm7,5,Eb
114,M,4,Eb
115,M,3,Eb
116,M,5,Eb
117,m,4,Eb
118,M,5,Eb
119,m,0,Eb
120,M,5,Eb
121,m,4,Eb
122,M,5,Eb
123,m,4,Eb
124,M,3,Eb
125,M,5,Eb
126,m,4,Eb
127,o7,2,Eb
128,Mm7,4,Eb
129,m,3,Eb
130,M,4,Eb
131,m,3,Eb
132,M,2,Eb
133,M,4,Eb
134,m,2,Eb
135,M,3,Eb
136,Mm7,3,Eb
137,m,1,Eb
138,Mm7,3,Eb
139,m,2,Eb
140,M,5,Eb
141,m,2,Eb
142,o7,0,Eb
143,m,2,Eb
144,M,0,Eb
145,Mm7,1,Eb
146,M,0,Eb
147,Mm7,1,Eb
148,M,0,Eb
149,o,5,Eb
150,Mm7,1,Eb
151,M,0,Eb
152,mm7,2,Eb
153,M,0,Eb
154,M,5,Eb
155,o,5,Eb
156,M,1,Eb
157,M,0,Eb
158,Mm7,1,Eb
159,M,0,Eb
160,M,1,Eb
161,o7,5,Eb
162,m,1,Eb
163,M,1,Eb
164,Mm7,1,Eb
165,M,0,Eb
166,Mm7,1,Eb
167,M,0,Eb
168,Mm7,1,Eb
169,M,0,Eb
170,mm7,2,Eb
171,M,0,Eb
172,M,1,Eb
173,M,0,Eb
174,Mm7,1,Eb
175,M,0,Eb
176,mm7,3,Eb
177,M,1,Eb
178,Mm7,2,Eb
179,M,1,Eb
180,%7,5,Eb
