segment_id,chord_type,rootoffset,globalkey
0,o,3,a
1,m,0,a
2,M,1,a
3,o7,5,a
4,M,1,a
5,o7,5,a
6,M,1,a
7,o7,3,a
8,m,0,a
9,o7,3,a
10,m,0,a
11,o7,5,a
12,M,1,a
13,Ger,5,a
14,M,1,a
15,o7,3,a
16,m,0,a
17,M,1,a
18,Mm7,1,a
19,M,1,a
20,Ger,5,a
21,M,1,a
22,Mm7,1,a
23,m,0,a
24,o7,2,a
25,m,0,a
26,M,0,a
27,m,5,a
28,M,2,a
29,o,3,a
30,Mm7,0,a
31,M,5,a
32,Ger,5,a
33,M,1,a
34,Mm7,1,a
35,M,1,a
36,Mm7,1,a
37,m,0,a
38,o7,2,a
39,m,0,a
40,M,0,a
41,m,5,a
42,m,3,a
43,M,2,a
44,m,2,a
45,Mm7,2,a
46,+7,2,a
47,Mm7,2,a
48,M,1,a
49,M,2,a
50,Mm7,2,a
51,M,1,a
52,M,2,a
53,m,3,a
54,o,1,a
55,Mm7,2,a
56,m,3,a
57,M,0,a
58,m,5,a
59,M,2,a
60,Mm7,0,a
61,m,5,a
62,Mm7,3,a
63,Mm7,2,a
64,M,2,a
65,Mm7,1,a
66,M,2,a
67,M,1,a
68,M,2,a
69,Mm7,3,a
70,M,2,a
71,Mm7,2,a
72,M,1,a
73,Mm7,2,a
74,M,1,a
75,M,3,a
76,Mm7,3,a
77,M,2,a
78,Mm7,1,a
79,M,1,a
80,M,2,a
81,Mm7,2,a
82,M,2,a
83,Mm7,2,a
84,M,2,a
85,Mm7,2,a
86,M,1,a
87,o,1,a
88,M,1,a
89,Mm7,2,a
90,M,1,a
91,o,1,a
92,M,1,a
93,Mm7,2,a
94,M,1,a
95,m,5,a
96,M,2,a
97,Mm7,2,a
98,M,1,a
99,Mm7,3,a
100,M,2,a
101,Mm7,2,a
102,M,1,a
103,Mm7,3,a
104,M,2,a
105,Mm7,2,a
106,M,1,a
107,Mm7,3,a
108,M,2,a
109,Mm7,2,a
110,M,1,a
