segment_id,chord_type,rootoffset,globalkey
0,M,1,C
1,M,0,C
2,M,1,C
3,M,0,C
4,m,3,C
5,M,2,C
6,Mm7,2,C
7,M,1,C
8,M,0,C
9,m,3,C
10,Mm7,2,C
11,M,2,C
12,M,1,C
13,Mm7,1,C
14,M,0,C
15,mm7,2,C
16,M,5,C
17,Mm7,1,C
18,M,0,C
19,Mm7,0,C
20,Mm7,3,C
21,m,2,C
22,M,5,C
23,Mm7,0,C
24,M,5,C
25,m,2,C
26,Mm7,2,C
27,M,1,C
28,Mm7,1,C
29,M,1,C
30,Mm7,1,C
31,M,1,C
32,Mm7,1,C
33,M,1,C
34,M,0,C
35,m,3,C
36,o,5,C
37,M,2,C
38,Mm7,2,C
39,M,2,C
40,Mm7,2,C
41,M,2,C
42,Mm7,2,C
43,M,2,C
44,Mm7,2,C
45,M,1,C
46,M,4,C
47,M,3,C
48,M,2,C
49,Mm7,2,C
50,M,1,C
51,M,0,C
52,M,1,C
53,M,2,C
54,o,5,C
55,M,1,C
56,M,2,C
57,m,0,C
58,M,4,C
59,m,3,C
60,M,2,C
61,Mm7,2,C
62,M,1,C
63,m,4,C
64,M,0,C
65,o,1,C
66,m,3,C
67,m,4,C
68,o,0,C
69,M,2,C
70,mm7,4,C
71,M,2,C
72,M,1,C
73,m,3,C
74,M,2,C
75,M,1,C
76,m,4,C
77,M,1,C
78,Mm7,2,C
79,Mm7,1,C
80,M,0,C
81,+7,1,C
82,M,0,C
83,m,3,C
84,M,2,C
85,Mm7,2,C
86,M,1,C
87,M,2,C
88,M,1,C
89,M,2,C
90,Mm7,2,C
91,M,1,C
92,Mm7,2,C
93,M,2,C
94,Mm7,2,C
95,M,1,C
96,M,2,C
97,M,1,C
98,Mm7,2,C
99,M,1,C
100,Mm7,2,C
101,M,1,C
102,Mm7,2,C
103,M,1,C
104,Mm7,2,C
105,M,1,C
106,Mm7,2,C
107,M,1,C
108,m,0,C
109,M,3,C
110,m,5,C
111,%7,3,C
112,M,5,C
113,%7,3,C
114,M,5,C
115,%7,3,C
116,M,5,C
117,o7,3,C
118,M,5,C
119,o7,3,C
120,M,5,C
121,M,4,C
122,M,5,C
123,M,4,C
124,M,1,C
125,m,0,C
126,Mm7,1,C
127,m,0,C
128,Mm7,4,C
129,M,3,C
130,M,4,C
131,M,3,C
132,M,4,C
133,o7,4,C
134,m,5,C
135,M,1,C
136,o7,4,C
137,o7,0,C
138,m,2,C
139,Mm7,4,C
140,m,3,C
141,m,2,C
142,M,4,C
143,m,3,C
144,o7,2,C
145,M,4,C
146,m,3,C
147,o7,2,C
148,M,4,C
149,m,3,C
150,o7,2,C
151,M,4,C
152,m,3,C
153,M,4,C
154,m,3,C
155,M,5,C
156,m,3,C
157,M,4,C
158,Mm7,4,C
159,o7,1,C
160,Mm7,1,C
161,M,0,C
162,M,5,C
163,M,1,C
164,M,0,C
165,m,3,C
166,M,2,C
167,M,1,C
168,M,0,C
169,M,2,C
170,M,1,C
171,M,0,C
172,M,5,C
173,Mm7,1,C
174,M,1,C
175,M,0,C
176,Mm7,2,C
177,M,1,C
178,M,0,C
179,Mm7,2,C
180,M,2,C
181,M,1,C
182,M,0,C
183,Mm7,0,C
184,M,5,C
185,m,2,C
186,M,3,C
187,m,2,C
188,o,5,C
189,M,1,C
190,Mm7,1,C
191,M,1,C
192,Mm7,1,C
193,M,1,C
194,Mm7,1,C
195,M,1,C
196,M,0,C
197,M,1,C
198,M,0,C
199,M,1,C
200,M,0,C
201,M,1,C
202,M,0,C
203,m,3,C
204,M,5,C
205,o,5,C
206,Mm7,1,C
207,M,1,C
208,Mm7,1,C
209,M,1,C
210,Mm7,1,C
211,M,1,C
212,Mm7,1,C
213,M,1,C
214,Mm7,1,C
215,M,0,C
216,M,3,C
217,M,2,C
218,M,1,C
219,Mm7,1,C
220,M,0,C
221,M,5,C
222,M,0,C
223,Mm7,1,C
224,M,0,C
225,M,1,C
226,M,4,C
227,M,3,C
228,Mm7,2,C
229,M,1,C
230,Mm7,1,C
231,M,0,C
232,M,5,C
233,o,0,C
234,m,2,C
235,m,3,C
236,o,5,C
237,M,1,C
238,mm7,3,C
239,M,1,C
240,M,0,C
241,m,2,C
242,M,1,C
243,M,0,C
244,m,3,C
245,Mm7,1,C
246,Mm7,0,C
247,M,5,C
248,+7,1,C
249,M,5,C
250,m,2,C
251,M,1,C
252,Mm7,1,C
253,M,0,C
254,M,1,C
255,M,0,C
256,M,1,C
257,Mm7,1,C
258,M,0,C
259,Mm7,1,C
260,M,1,C
261,Mm7,1,C
262,M,0,C
263,M,1,C
264,Mm7,1,C
265,M,0,C
266,M,4,C
267,Mm7,4,C
268,m,3,C
269,Mm7,0,C
270,M,5,C
271,m,5,C
272,M,1,C
273,M,0,C
274,o,5,C
275,M,1,C
276,m,0,C
277,o7,5,C
278,M,1,C
279,o,0,C
280,o7,0,C
281,m,2,C
282,Mm7,1,C
283,m,3,C
284,mm7,2,C
285,Mm7,1,C
286,M,0,C
287,M,1,C
288,m,3,C
289,m,2,C
290,Mm7,1,C
291,M,0,C
292,Mm7,1,C
293,M,0,C
294,Mm7,1,C
295,M,0,C
296,Mm7,1,C
297,M,0,C
298,Mm7,1,C
299,M,0,C
300,Mm7,1,C
301,M,0,C
302,Mm7,1,C
303,M,0,C
304,Mm7,1,C
305,M,1,C
306,Mm7,1,C
307,M,1,C
308,Mm7,1,C
309,M,0,C
